actual_price,predicted_price,fair_value_signal,position
2.92,30.989012,28.069012,LONG
7.4,29.937082,22.537081999999998,LONG
17.03,31.594812,14.564812,LONG
27.77,42.10385,14.333850000000002,LONG
36.78,47.8351,11.055099999999996,LONG
29.62,45.47372,15.85372,LONG
20.5,41.17079,20.670789999999997,LONG
9.86,38.585827,28.725827000000002,LONG
13.92,35.163506,21.243505999999996,LONG
14.1,33.268208,19.168208,LONG
11.32,32.28948,20.969479999999997,LONG
17.77,32.28948,14.519479999999998,LONG
21.78,33.110058,11.330058000000001,LONG
25.77,35.254456,9.484455999999998,LONG
31.11,39.12921,8.019210000000001,LONG
36.7,42.909683,6.209682999999998,LONG
39.71,42.841778,3.131777999999997,HOLD
32.67,38.35518,5.6851799999999955,LONG
26.55,31.842127,5.292127000000001,LONG
24.95,28.959997,4.009997000000002,HOLD
16.87,17.75803,0.8880300000000005,HOLD
20.34,21.925724,1.585723999999999,HOLD
18.78,-0.3269735,-19.106973500000002,SHORT
16.29,3.4717975,-12.818202499999998,SHORT
16.75,7.169609,-9.580390999999999,SHORT
19.66,14.05102,-5.608980000000001,SHORT
26.13,24.53758,-1.5924200000000006,HOLD
36.96,33.17857,-3.7814300000000003,HOLD
42.44,40.854713,-1.585287000000001,HOLD
42.02,38.98745,-3.0325500000000005,HOLD
38.21,33.064846,-5.145153999999998,SHORT
38.12,27.432615,-10.687384999999999,SHORT
37.7,28.72857,-8.971430000000002,SHORT
38.02,26.703981,-11.316019000000004,SHORT
35.94,24.830965,-11.109034999999999,SHORT
36.18,26.603144,-9.576856,SHORT
34.77,27.419085,-7.350915000000004,SHORT
32.28,29.242907,-3.0370930000000023,HOLD
35.31,35.0235,-0.28650000000000375,HOLD
38.59,39.964706,1.3747059999999962,HOLD
40.56,39.398968,-1.1610319999999987,HOLD
34.54,33.417336,-1.1226640000000003,HOLD
29.1,26.909447,-2.1905530000000013,HOLD
27.51,24.382952,-3.127048000000002,HOLD
20.38,21.068491,0.6884910000000026,HOLD
16.0,20.483204,4.483204000000001,HOLD
15.22,18.888445,3.668445,HOLD
13.44,17.97277,4.532770000000001,HOLD
11.16,18.654465,7.494464999999998,LONG
14.69,21.488337,6.798337000000002,LONG
23.39,24.19827,0.8082700000000003,HOLD
32.0,31.508545,-0.4914549999999984,HOLD
41.96,37.259895,-4.700105000000001,HOLD
42.28,36.90194,-5.378059999999998,SHORT
41.5,32.00215,-9.49785,SHORT
40.34,33.55217,-6.787830000000007,SHORT
40.1,32.256035,-7.843965000000004,SHORT
39.45,32.396854,-7.053146000000005,SHORT
34.77,31.220377,-3.549623000000004,HOLD
28.67,31.356094,2.686093999999997,HOLD
26.0,30.713755,4.713754999999999,HOLD
23.84,30.161823,6.321822999999998,LONG
25.37,36.837513,11.467513,LONG
28.77,34.422157,5.652156999999999,LONG
33.7,36.105953,2.4059529999999967,HOLD
25.48,35.882,10.401999999999997,LONG
18.6,32.428917,13.828916999999997,LONG
8.72,26.94718,18.227179999999997,LONG
10.39,20.645891,10.255890999999998,LONG
1.68,18.523598,16.843598,LONG
-0.12,14.060103,14.180102999999999,LONG
-1.03,13.5203705,14.5503705,LONG
-1.53,12.869094,14.399094,LONG
3.27,12.993044,9.723044,LONG
6.66,8.266909,1.606909,HOLD
14.54,21.05078,6.5107800000000005,LONG
23.64,29.705238,6.065238000000001,LONG
28.96,30.176378,1.2163779999999988,HOLD
32.92,30.26642,-2.6535800000000016,HOLD
33.45,28.907454,-4.5425460000000015,HOLD
32.98,29.526827,-3.453172999999996,HOLD
31.1,29.309864,-1.7901360000000004,HOLD
28.24,23.664053,-4.575946999999999,HOLD
25.58,18.943802,-6.636197999999997,SHORT
23.2,15.905592,-7.294407999999999,SHORT
25.81,14.60118,-11.20882,SHORT
26.61,19.974558,-6.635442000000001,SHORT
30.47,25.474297,-4.995702999999999,HOLD
30.82,29.270943,-1.5490570000000012,HOLD
24.64,21.929235,-2.710765000000002,HOLD
11.92,18.3775,6.457500000000001,LONG
12.1,16.757822,4.657822000000001,HOLD
4.05,10.965214,6.915214,LONG
0.6,-3.8861463,-4.4861463,HOLD
-3.72,-14.408493,-10.688493,SHORT
-8.7,-15.094687,-6.394687000000001,SHORT
-11.14,-8.392552,2.7474480000000003,HOLD
-6.37,-10.601593,-4.231592999999999,HOLD
-7.01,1.2380583,8.2480583,LONG
-12.53,4.5722184,17.102218399999998,LONG
-14.18,16.723076,30.903076,LONG
-11.91,17.977676,29.887676,LONG
-12.11,21.537878,33.647878,LONG
-11.5,22.060747,33.560747,LONG
-8.39,22.074131,30.464131000000002,LONG
-11.82,19.044918,30.864918,LONG
-13.62,18.15743,31.777430000000003,LONG
-15.59,15.557242,31.147242,LONG
-10.44,15.686292,26.126292,LONG
0.09,17.834223,17.744223,LONG
13.41,20.157787,6.747786999999999,LONG
29.46,25.261816,-4.198184000000001,HOLD
36.59,28.941048,-7.648952000000005,SHORT
29.32,22.67948,-6.640519999999999,SHORT
25.51,17.916843,-7.5931570000000015,SHORT
23.47,17.246052,-6.223948,SHORT
17.61,15.904818,-1.7051819999999989,HOLD
14.85,12.867578,-1.9824219999999997,HOLD
10.98,14.35448,3.37448,HOLD
11.3,16.17225,4.8722499999999975,HOLD
10.48,16.17225,5.692249999999998,LONG
8.52,16.090801,7.5708009999999994,LONG
20.09,16.88651,-3.2034899999999986,HOLD
38.48,32.075848,-6.404151999999996,SHORT
44.83,35.199272,-9.630727999999998,SHORT
42.91,35.690147,-7.219852999999993,SHORT
39.3,31.402313,-7.897686999999998,SHORT
33.94,30.055336,-3.8846639999999972,HOLD
33.57,28.110723,-5.459277,SHORT
31.16,26.787367,-4.372633,HOLD
28.83,26.572414,-2.257586,HOLD
29.43,24.577896,-4.852104000000001,HOLD
29.75,24.10137,-5.648630000000001,SHORT
35.32,24.243227,-11.076773,SHORT
42.42,32.161377,-10.258623,SHORT
47.17,44.683147,-2.4868530000000035,HOLD
49.72,46.802887,-2.9171130000000005,HOLD
47.27,40.748344,-6.521656,SHORT
41.82,36.798836,-5.021163999999999,SHORT
39.4,33.33012,-6.069879999999998,SHORT
35.53,27.302021,-8.227979000000001,SHORT
37.34,29.749987,-7.590013000000003,SHORT
36.6,29.0953,-7.5047,SHORT
35.58,24.56173,-11.018269999999998,SHORT
34.8,25.11821,-9.681789999999996,SHORT
35.06,25.532887,-9.527113000000003,SHORT
39.19,29.490774,-9.699226,SHORT
46.52,40.490955,-6.0290450000000035,SHORT
51.5,46.464264,-5.035736,SHORT
52.94,44.67039,-8.26961,SHORT
48.47,40.6636,-7.8063999999999965,SHORT
46.4,37.252308,-9.147692,SHORT
45.0,34.803654,-10.196345999999998,SHORT
43.76,33.661156,-10.098844,SHORT
42.78,32.382374,-10.397626000000002,SHORT
42.9,31.858498,-11.041501999999998,SHORT
44.16,32.62156,-11.538439999999994,SHORT
46.06,35.830734,-10.229266000000003,SHORT
50.57,39.356823,-11.213177000000002,SHORT
56.39,44.874275,-11.515725000000003,SHORT
60.59,46.180367,-14.409633000000007,SHORT
52.73,42.963886,-9.766113999999995,SHORT
47.48,38.044945,-9.435054999999998,SHORT
45.61,36.654064,-8.955936000000001,SHORT
41.63,33.585613,-8.044387,SHORT
39.36,34.97757,-4.382429999999999,HOLD
37.31,34.02425,-3.28575,HOLD
36.27,33.896683,-2.373317,HOLD
35.42,32.689465,-2.7305350000000033,HOLD
35.64,32.906273,-2.733727000000002,HOLD
38.32,34.27018,-4.049819999999997,HOLD
44.13,40.70155,-3.428450000000005,HOLD
47.19,47.504414,0.3144139999999993,HOLD
45.94,45.715954,-0.2240459999999942,HOLD
43.16,39.480217,-3.6797829999999934,HOLD
40.34,37.321415,-3.0185850000000016,HOLD
40.03,37.496468,-2.533532000000001,HOLD
38.33,36.353146,-1.976853999999996,HOLD
37.88,35.035583,-2.844417,HOLD
37.54,35.594505,-1.945495000000001,HOLD
39.68,35.899487,-3.780512999999999,HOLD
41.8,37.707554,-4.092445999999995,HOLD
46.0,42.82948,-3.1705200000000033,HOLD
50.97,46.71829,-4.251709999999996,HOLD
54.7,46.92509,-7.7749100000000055,SHORT
49.56,46.169186,-3.390813999999999,HOLD
44.89,39.57009,-5.31991,SHORT
43.46,39.112434,-4.3475660000000005,HOLD
40.03,34.22649,-5.803510000000003,SHORT
36.89,33.12687,-3.763130000000004,HOLD
35.48,32.11784,-3.362159999999996,HOLD
34.4,31.768545,-2.631454999999999,HOLD
33.81,31.669418,-2.140582000000002,HOLD
33.55,32.03654,-1.513459999999995,HOLD
36.72,34.832287,-1.887712999999998,HOLD
43.39,41.470745,-1.9192549999999997,HOLD
46.8,44.020084,-2.779916,HOLD
44.85,43.439796,-1.4102040000000002,HOLD
42.25,41.610756,-0.6392439999999979,HOLD
38.44,38.697655,0.25765499999999975,HOLD
36.66,38.212147,1.552147000000005,HOLD
35.34,35.96164,0.6216399999999993,HOLD
34.5,35.253513,0.7535129999999981,HOLD
34.8,35.253513,0.45351300000000094,HOLD
36.54,37.726685,1.1866850000000042,HOLD
39.14,38.35633,-0.7836700000000008,HOLD
42.96,41.73034,-1.2296600000000026,HOLD
47.95,45.070217,-2.8797830000000033,HOLD
53.95,47.290077,-6.659923000000006,SHORT
47.99,43.83849,-4.151510000000002,HOLD
43.71,42.045425,-1.6645749999999992,HOLD
42.35,39.701725,-2.648274999999998,HOLD
39.69,35.02852,-4.661479999999997,HOLD
38.36,31.960985,-6.399014999999999,SHORT
36.72,31.681746,-5.0382539999999985,SHORT
36.9,30.540428,-6.359572,SHORT
36.63,31.685553,-4.944447000000004,HOLD
36.93,30.67382,-6.2561800000000005,SHORT
40.28,32.405872,-7.874127999999999,SHORT
45.92,40.365105,-5.554895000000002,SHORT
50.64,42.358437,-8.281562999999998,SHORT
47.94,41.35168,-6.588319999999996,SHORT
44.53,38.788948,-5.741052000000003,SHORT
40.58,36.339523,-4.2404769999999985,HOLD
37.58,36.300117,-1.279882999999998,HOLD
36.48,35.487267,-0.9927329999999941,HOLD
35.24,32.841305,-2.3986950000000036,HOLD
34.48,31.269148,-3.2108519999999956,HOLD
35.72,33.958366,-1.7616340000000008,HOLD
38.36,35.862213,-2.4977870000000024,HOLD
42.97,40.48906,-2.480939999999997,HOLD
46.72,41.7523,-4.967700000000001,HOLD
49.93,46.08697,-3.843029999999999,HOLD
45.6,41.67602,-3.9239800000000002,HOLD
40.36,40.61645,0.25645000000000095,HOLD
39.12,38.89558,-0.22441999999999496,HOLD
36.46,33.271786,-3.188214000000002,HOLD
34.68,27.194221,-7.485779000000001,SHORT
33.84,29.019142,-4.820858000000005,HOLD
33.76,28.332369,-5.427630999999998,SHORT
32.3,28.057995,-4.242004999999999,HOLD
32.1,29.19187,-2.90813,HOLD
33.6,28.91018,-4.689820000000001,HOLD
36.0,29.592972,-6.407028,SHORT
37.28,30.62655,-6.653449999999999,SHORT
37.09,29.673168,-7.416832000000003,SHORT
36.39,31.058943,-5.331057000000001,SHORT
33.67,30.860909,-2.8090910000000022,HOLD
30.98,29.736126,-1.2438740000000017,HOLD
29.69,27.835024,-1.8549760000000006,HOLD
28.19,26.216024,-1.9739760000000004,HOLD
27.19,24.556293,-2.633707000000001,HOLD
28.28,25.435337,-2.8446630000000006,HOLD
30.94,28.708061,-2.2319390000000006,HOLD
36.22,35.75002,-0.4699799999999996,HOLD
40.62,35.89906,-4.720939999999999,HOLD
43.9,37.678135,-6.221865000000001,SHORT
41.52,36.420868,-5.099132000000004,SHORT
37.9,34.744484,-3.1555159999999987,HOLD
38.49,34.196392,-4.293607999999999,HOLD
36.16,29.44229,-6.717709999999997,SHORT
35.39,26.060669,-9.329331,SHORT
33.52,21.41316,-12.106840000000002,SHORT
32.42,21.512913,-10.907087,SHORT
31.04,19.77208,-11.26792,SHORT
31.44,18.826485,-12.613515,SHORT
32.06,21.642939,-10.417061000000004,SHORT
32.41,22.779007,-9.630992999999997,SHORT
32.47,23.383587,-9.086413,SHORT
34.06,25.258505,-8.801495000000003,SHORT
34.4,25.311586,-9.088414,SHORT
31.64,22.254704,-9.385296,SHORT
31.0,18.552774,-12.447226,SHORT
30.29,17.315098,-12.974902,SHORT
25.9,15.780599,-10.119400999999998,SHORT
23.72,12.875666,-10.844333999999998,SHORT
21.94,16.840117,-5.099883000000002,SHORT
24.55,19.961884,-4.588115999999999,HOLD
32.28,28.879126,-3.4008740000000017,HOLD
37.88,32.371563,-5.508437000000001,SHORT
41.15,39.161232,-1.9887680000000003,HOLD
37.22,35.93872,-1.2812799999999953,HOLD
34.06,33.39038,-0.6696200000000019,HOLD
32.73,33.4552,0.725200000000001,HOLD
27.99,31.886175,3.896175000000003,HOLD
25.46,30.69145,5.231449999999999,LONG
24.24,34.53574,10.295739999999999,LONG
23.26,31.730516,8.470516,LONG
21.7,29.854733,8.154733,LONG
22.29,30.493835,8.203835000000002,LONG
26.43,34.75094,8.32094,LONG
35.08,41.44944,6.369440000000004,LONG
39.78,46.978783,7.198782999999999,LONG
37.47,47.455944,9.985944000000003,LONG
31.42,45.396202,13.976202,LONG
30.28,41.04714,10.767139999999998,LONG
30.35,39.681717,9.331716999999998,LONG
29.24,37.091343,7.8513430000000035,LONG
28.27,31.420734,3.150734,HOLD
27.73,30.290817,2.560817,HOLD
27.84,29.907331,2.0673309999999994,HOLD
28.89,35.825165,6.935164999999998,LONG
34.54,41.428562,6.888562,LONG
39.6,46.66284,7.062840000000001,LONG
44.46,53.847088,9.387087999999999,LONG
42.19,46.56632,4.37632,HOLD
39.4,41.781994,2.381993999999999,HOLD
39.73,38.66463,-1.0653699999999944,HOLD
36.87,30.555473,-6.314526999999998,SHORT
33.38,27.666874,-5.713126000000003,SHORT
31.29,26.585041,-4.704958999999999,HOLD
30.14,25.314753,-4.825247000000001,HOLD
29.23,25.689707,-3.540293000000002,HOLD
29.54,26.073696,-3.4663039999999974,HOLD
32.68,31.963978,-0.7160219999999988,HOLD
38.97,40.504696,1.5346960000000038,HOLD
42.98,43.77198,0.7919800000000023,HOLD
42.39,42.42577,0.03576999999999941,HOLD
36.96,38.771385,1.8113850000000014,HOLD
34.09,38.052616,3.962615999999997,HOLD
33.82,36.831573,3.0115729999999985,HOLD
33.5,37.01391,3.5139100000000028,HOLD
33.44,34.754204,1.3142040000000037,HOLD
33.01,32.235687,-0.7743129999999994,HOLD
34.2,32.75863,-1.4413700000000063,HOLD
35.52,35.02191,-0.4980900000000048,HOLD
40.63,37.51313,-3.116870000000006,HOLD
44.06,41.816193,-2.243807000000004,HOLD
49.03,47.28127,-1.748730000000002,HOLD
46.45,43.856888,-2.593112000000005,HOLD
43.43,40.567513,-2.8624870000000016,HOLD
41.64,39.383194,-2.2568059999999974,HOLD
38.46,35.197857,-3.262143000000002,HOLD
36.03,33.91644,-2.1135599999999997,HOLD
34.74,29.857967,-4.882033000000003,HOLD
34.24,28.396828,-5.843172000000003,SHORT
33.22,27.83458,-5.38542,SHORT
33.95,28.504725,-5.445275000000002,SHORT
36.66,31.820993,-4.839006999999995,HOLD
41.99,38.665325,-3.324674999999999,HOLD
46.48,43.473175,-3.006824999999999,HOLD
47.0,40.48079,-6.519210000000001,SHORT
44.22,37.14423,-7.075769999999999,SHORT
41.36,34.39244,-6.967559999999999,SHORT
40.06,34.176888,-5.883112000000004,SHORT
39.32,31.428373,-7.891627,SHORT
38.54,30.29266,-8.247339999999998,SHORT
38.26,29.641956,-8.618043999999998,SHORT
38.55,31.24134,-7.308659999999996,SHORT
39.22,35.2599,-3.960099999999997,HOLD
41.71,39.428802,-2.2811980000000034,HOLD
44.08,42.028683,-2.0513169999999974,HOLD
48.22,46.236645,-1.983354999999996,HOLD
44.59,42.396786,-2.1932140000000047,HOLD
41.46,39.45445,-2.0055499999999995,HOLD
40.85,37.899513,-2.9504870000000025,HOLD
37.31,31.770842,-5.539158000000004,SHORT
33.89,29.048967,-4.8410329999999995,HOLD
33.37,29.90687,-3.463129999999996,HOLD
33.04,30.392824,-2.647175999999998,HOLD
32.57,31.477314,-1.0926860000000005,HOLD
33.1,30.61591,-2.484090000000002,HOLD
36.68,32.780506,-3.899493999999997,HOLD
43.49,38.926723,-4.563276999999999,HOLD
48.04,42.24359,-5.796410000000002,SHORT
48.64,41.720337,-6.919663,SHORT
45.87,39.95347,-5.9165299999999945,SHORT
43.79,36.546772,-7.243228000000002,SHORT
43.34,35.008472,-8.331528000000006,SHORT
42.39,34.335976,-8.054023999999998,SHORT
42.2,32.822205,-9.377795000000006,SHORT
42.54,32.384274,-10.155726000000001,SHORT
43.45,33.161503,-10.288497,SHORT
43.91,35.43828,-8.471719999999998,SHORT
46.22,39.130497,-7.0895030000000006,SHORT
48.64,41.933872,-6.706128,SHORT
52.92,45.458126,-7.461874000000002,SHORT
47.23,42.507088,-4.722911999999994,HOLD
43.36,39.39686,-3.9631400000000028,HOLD
42.25,37.943314,-4.306685999999999,HOLD
38.71,31.256998,-7.4530020000000015,SHORT
38.0,30.800783,-7.199217000000001,SHORT
34.71,32.222363,-2.4876369999999994,HOLD
34.08,32.165222,-1.9147779999999983,HOLD
33.78,31.213144,-2.5668560000000014,HOLD
34.06,32.32551,-1.734490000000001,HOLD
37.35,35.24827,-2.1017300000000034,HOLD
44.28,40.56265,-3.7173500000000033,HOLD
47.71,44.807278,-2.9027220000000042,HOLD
46.32,44.087147,-2.2328529999999986,HOLD
42.08,41.376026,-0.7039739999999952,HOLD
37.68,38.885536,1.2055360000000022,HOLD
35.2,37.952553,2.752552999999999,HOLD
33.7,36.68478,2.9847800000000007,HOLD
33.06,36.34803,3.288029999999999,HOLD
32.95,36.34803,3.3980299999999986,HOLD
33.82,36.99456,3.1745599999999996,HOLD
36.66,37.935116,1.2751160000000041,HOLD
42.85,40.716263,-2.1337370000000035,HOLD
47.17,42.779976,-4.390024000000004,HOLD
49.55,43.655296,-5.894703999999997,SHORT
46.8,41.625305,-5.174695,SHORT
42.21,38.662205,-3.5477950000000007,HOLD
41.74,36.25134,-5.488660000000003,SHORT
38.66,28.535406,-10.124593999999998,SHORT
37.75,30.10292,-7.647079999999999,SHORT
36.19,29.370071,-6.819928999999998,SHORT
34.73,29.636503,-5.093496999999996,SHORT
34.05,29.792152,-4.257847999999996,HOLD
34.59,28.731777,-5.858223000000002,SHORT
34.36,28.906176,-5.453824000000001,SHORT
34.23,31.607523,-2.6224769999999964,HOLD
34.0,33.48711,-0.5128899999999987,HOLD
34.97,33.846325,-1.1236749999999986,HOLD
33.59,33.84898,0.258979999999994,HOLD
31.85,30.480719,-1.3692810000000009,HOLD
29.49,27.861431,-1.6285689999999988,HOLD
27.64,27.12302,-0.5169800000000002,HOLD
25.39,26.963718,1.5737179999999995,HOLD
23.91,26.216974,2.3069740000000003,HOLD
27.2,26.912882,-0.28711799999999954,HOLD
30.79,29.017902,-1.7720979999999997,HOLD
36.97,37.657078,0.6870779999999996,HOLD
43.16,39.723434,-3.436565999999999,HOLD
44.92,40.873695,-4.046305000000004,HOLD
42.84,37.800816,-5.039184000000006,SHORT
40.28,35.82929,-4.450710000000001,HOLD
40.05,35.63941,-4.410589999999999,HOLD
36.28,27.196085,-9.083915000000001,SHORT
36.11,23.071766,-13.038234,SHORT
31.9,25.874899,-6.025100999999999,SHORT
28.47,25.491522,-2.978477999999999,HOLD
29.45,23.67369,-5.776309999999999,SHORT
28.71,24.161947,-4.5480529999999995,HOLD
28.4,24.568384,-3.8316160000000004,HOLD
30.12,25.581675,-4.538325,HOLD
31.03,24.94455,-6.085450000000002,SHORT
32.14,24.479485,-7.660515,SHORT
28.11,25.424904,-2.685095999999998,HOLD
24.82,22.382109,-2.4378910000000005,HOLD
24.34,19.242733,-5.097266999999999,SHORT
15.48,17.389482,1.9094820000000006,HOLD
9.07,14.059982,4.9899819999999995,HOLD
7.01,13.219573,6.209573000000001,LONG
13.76,17.073862,3.3138619999999985,HOLD
25.16,20.675283,-4.484717,HOLD
34.64,28.474068,-6.1659320000000015,SHORT
40.29,36.204517,-4.085482999999996,HOLD
39.52,38.35363,-1.1663700000000006,HOLD
37.74,38.571564,0.8315640000000002,HOLD
37.92,34.155495,-3.7645049999999998,HOLD
34.72,34.136417,-0.5835829999999973,HOLD
30.77,30.659775,-0.1102249999999998,HOLD
29.89,32.168636,2.2786359999999988,HOLD
31.18,29.880798,-1.299202000000001,HOLD
30.65,27.763763,-2.8862369999999977,HOLD
32.29,28.02494,-4.265059999999998,HOLD
36.86,29.214369,-7.645630999999998,SHORT
47.62,33.563404,-14.056595999999999,SHORT
54.1,41.86026,-12.239740000000005,SHORT
50.75,44.3222,-6.427799999999998,SHORT
44.72,41.10745,-3.612549999999999,HOLD
41.45,37.64096,-3.809040000000003,HOLD
38.88,34.83228,-4.047720000000005,HOLD
35.15,32.87049,-2.279510000000002,HOLD
33.65,29.03768,-4.612319999999997,HOLD
32.34,23.87232,-8.467680000000005,SHORT
32.48,25.491934,-6.988065999999996,SHORT
33.09,26.756777,-6.333223000000004,SHORT
38.45,31.961626,-6.488374000000004,SHORT
43.86,41.0905,-2.7695000000000007,HOLD
47.07,45.417233,-1.6527669999999972,HOLD
44.78,48.73406,3.9540599999999984,HOLD
39.33,45.70157,6.371569999999998,LONG
36.06,40.3548,4.294799999999995,HOLD
31.78,39.795856,8.015856,LONG
29.3,32.70766,3.4076599999999964,HOLD
26.79,32.558304,5.7683040000000005,LONG
25.66,31.102757,5.442757,LONG
25.83,30.358051,4.528051000000001,HOLD
27.87,30.994396,3.1243959999999973,HOLD
31.46,34.317482,2.8574819999999974,HOLD
39.8,42.2591,2.4590999999999994,HOLD
44.19,48.147717,3.9577170000000024,HOLD
44.12,46.09933,1.9793300000000045,HOLD
40.39,42.56357,2.173569999999998,HOLD
37.27,39.313988,2.043987999999999,HOLD
33.36,35.85499,2.4949900000000014,HOLD
31.0,34.241585,3.2415850000000006,HOLD
30.04,33.023182,2.9831819999999993,HOLD
29.28,32.327484,3.047483999999997,HOLD
29.32,31.995949,2.6759489999999992,HOLD
30.35,33.2157,2.865699999999997,HOLD
35.25,35.548126,0.29812600000000344,HOLD
40.96,41.036648,0.07664799999999872,HOLD
43.71,44.093533,0.3835329999999999,HOLD
43.09,43.202965,0.11296499999999554,HOLD
38.34,40.05019,1.7101899999999972,HOLD
36.08,37.635117,1.5551170000000027,HOLD
32.1,34.010162,1.9101619999999997,HOLD
30.66,29.82769,-0.8323099999999997,HOLD
29.98,26.660618,-3.319382000000001,HOLD
29.74,26.891565,-2.8484349999999985,HOLD
29.86,26.777332,-3.082667999999998,HOLD
31.18,26.772404,-4.407595999999998,HOLD
34.46,32.559216,-1.9007840000000016,HOLD
42.74,39.81635,-2.923650000000002,HOLD
48.56,43.499702,-5.060298000000003,SHORT
52.35,43.76999,-8.580010000000001,SHORT
52.5,41.305527,-11.194473000000002,SHORT
48.44,38.629833,-9.810167,SHORT
47.24,36.0899,-11.150100000000002,SHORT
44.75,34.125835,-10.624164999999998,SHORT
43.22,33.414684,-9.805315999999998,SHORT
41.46,31.862247,-9.597753,SHORT
40.99,31.862247,-9.127753000000002,SHORT
41.61,31.603022,-10.006978,SHORT
43.14,34.53211,-8.607889999999998,SHORT
46.46,39.833626,-6.626373999999998,SHORT
51.02,42.110973,-8.909027000000002,SHORT
50.33,42.52556,-7.80444,SHORT
44.3,39.08659,-5.213409999999996,SHORT
40.23,36.50562,-3.7243799999999965,HOLD
37.29,33.11499,-4.17501,HOLD
36.05,29.83759,-6.212409999999998,SHORT
35.05,30.059143,-4.990856999999998,HOLD
33.64,29.50562,-4.13438,HOLD
33.04,29.404634,-3.6353659999999977,HOLD
33.81,30.813766,-2.996234000000001,HOLD
37.38,31.773869,-5.606131000000001,SHORT
44.28,38.083805,-6.196195000000003,SHORT
52.02,43.79538,-8.224620000000002,SHORT
55.55,46.47586,-9.07414,SHORT
48.4,46.54043,-1.859569999999998,HOLD
47.25,44.476627,-2.7733729999999994,HOLD
46.36,41.99144,-4.368560000000002,HOLD
42.18,40.15959,-2.0204099999999983,HOLD
41.41,37.432365,-3.9776349999999994,HOLD
39.54,37.157852,-2.382148000000001,HOLD
39.29,37.053787,-2.2362129999999993,HOLD
39.05,37.250374,-1.7996259999999964,HOLD
41.01,39.358494,-1.6515059999999977,HOLD
44.94,43.30592,-1.6340799999999973,HOLD
49.4,46.03031,-3.3696899999999985,HOLD
48.72,46.880314,-1.8396860000000004,HOLD
43.53,42.47915,-1.050850000000004,HOLD
39.22,38.352493,-0.8675069999999963,HOLD
37.24,36.46029,-0.7797100000000015,HOLD
35.32,31.282217,-4.037783000000001,HOLD
34.47,30.325342,-4.144658,HOLD
33.49,31.96033,-1.529670000000003,HOLD
33.13,31.98681,-1.1431900000000041,HOLD
34.93,32.18546,-2.7445400000000006,HOLD
37.6,34.266537,-3.333463000000002,HOLD
44.24,39.434856,-4.8051439999999985,HOLD
51.96,45.65505,-6.304949999999998,SHORT
56.65,46.953545,-9.696455,SHORT
52.74,45.528347,-7.211653000000005,SHORT
47.96,42.421738,-5.538262000000003,SHORT
45.04,41.857292,-3.182707999999998,HOLD
41.84,39.11169,-2.7283100000000005,HOLD
40.29,37.74625,-2.5437499999999957,HOLD
38.82,36.93772,-1.8822800000000015,HOLD
38.72,36.66321,-2.0567899999999995,HOLD
39.37,37.282898,-2.0871019999999945,HOLD
41.24,38.743126,-2.4968740000000054,HOLD
44.96,41.963707,-2.9962930000000014,HOLD
48.28,46.06418,-2.215820000000001,HOLD
46.97,45.024048,-1.9459519999999983,HOLD
42.29,41.727444,-0.5625560000000007,HOLD
40.99,39.22455,-1.7654500000000013,HOLD
38.92,36.789474,-2.1305260000000033,HOLD
41.28,33.830753,-7.449247,SHORT
39.18,32.261703,-6.918297000000003,SHORT
37.66,30.261177,-7.398822999999997,SHORT
36.2,30.27436,-5.925640000000001,SHORT
36.32,30.257246,-6.062754000000002,SHORT
37.01,30.930151,-6.079848999999999,SHORT
38.76,31.816198,-6.943801999999998,SHORT
41.71,33.481663,-8.228337000000003,SHORT
43.38,38.48202,-4.897980000000004,HOLD
44.42,35.70188,-8.718119999999999,SHORT
41.03,33.387287,-7.6427130000000005,SHORT
37.92,33.22908,-4.690919999999998,HOLD
33.88,33.280365,-0.5996349999999993,HOLD
31.71,31.499657,-0.21034300000000172,HOLD
29.16,28.000246,-1.1597539999999995,HOLD
29.01,27.78488,-1.2251200000000004,HOLD
28.77,31.072454,2.302454000000001,HOLD
32.51,34.40983,1.8998300000000015,HOLD
39.84,39.094135,-0.745865000000002,HOLD
41.97,41.235806,-0.7341940000000022,HOLD
40.64,40.563835,-0.07616500000000315,HOLD
38.55,38.078747,-0.47125299999999726,HOLD
37.85,36.23626,-1.61374,HOLD
34.77,32.09548,-2.674520000000001,HOLD
34.48,34.27138,-0.20861999999999625,HOLD
34.55,28.614468,-5.9355319999999985,SHORT
33.72,28.26011,-5.459889999999998,SHORT
32.68,27.480993,-5.199006999999998,SHORT
32.55,28.05808,-4.491919999999997,HOLD
33.43,28.082588,-5.3474119999999985,SHORT
34.79,27.443775,-7.3462250000000004,SHORT
36.61,28.62193,-7.9880700000000004,SHORT
37.75,29.496775,-8.253225,SHORT
37.73,30.908,-6.821999999999996,SHORT
34.37,32.25762,-2.1123799999999946,HOLD
33.2,27.641539,-5.558461000000001,SHORT
31.85,25.490498,-6.359502000000003,SHORT
27.16,22.067623,-5.092376999999999,SHORT
24.84,13.794677,-11.045323,SHORT
25.4,13.433543,-11.966456999999998,SHORT
28.55,19.539436,-9.010564000000002,SHORT
33.3,24.09419,-9.205809999999996,SHORT
40.95,34.315994,-6.634005999999999,SHORT
44.71,37.93611,-6.7738900000000015,SHORT
44.96,36.876144,-8.083856000000004,SHORT
43.13,33.500023,-9.629977000000004,SHORT
42.92,33.109325,-9.810675000000003,SHORT
