actual_price,predicted_price
25.92,34.706284
27.53,37.322132
33.38,41.912724
42.86,44.495598
42.48,44.63704
37.54,42.95511
27.0,37.758553
24.7,35.936817
8.19,30.680449
6.92,25.037558
-2.07,24.646347
-6.11,24.272356
-2.87,24.053034
0.39,25.272825
12.74,30.618515
25.4,39.212585
34.66,43.42649
33.38,43.628296
28.21,36.608604
25.11,33.948715
27.53,32.874664
26.44,35.379948
26.34,32.65554
28.62,32.68122
34.2,33.2774
38.67,34.183712
44.61,37.312458
50.61,42.240402
52.64,42.611526
46.52,39.082706
42.29,33.559433
39.87,30.850378
32.55,28.12605
25.47,29.405962
18.45,25.888613
9.42,21.545732
3.53,20.378086
1.38,20.999258
0.11,20.8706
-0.73,27.764212
3.49,30.295462
11.23,32.535862
10.02,30.33409
8.66,29.260921
8.71,29.306011
2.26,25.456005
-0.77,25.347906
-1.65,23.917757
-0.36,25.992516
2.84,28.155815
14.33,38.338722
25.14,42.14816
27.74,41.466717
20.91,36.275993
14.1,32.943626
16.24,28.635378
7.31,22.411224
-11.42,17.565666
-5.6,11.405544
-5.82,2.2719471
2.46,-3.0505097
4.7,-15.7316
6.56,-4.8703613
9.32,-14.02052
17.66,-14.401956
22.99,3.5218077
26.4,0.591414
25.68,0.9362204
27.56,-1.6223692
26.0,-29.098703
22.12,-23.972393
15.52,-29.701021
14.54,-25.129908
16.7,-4.076147
22.58,16.234991
27.86,30.673807
36.38,32.502922
26.5,25.433472
20.59,19.664356
23.46,21.461931
17.46,20.97273
13.47,21.51456
11.5,13.479695
10.76,14.790907
8.01,9.273002
11.22,15.933262
20.06,20.507996
35.89,24.096703
44.51,37.38948
43.25,38.100952
41.93,36.55652
39.61,31.384743
39.09,30.027224
35.48,28.933683
35.05,22.755974
34.7,23.615341
35.56,23.009283
37.5,27.794508
42.52,33.45867
48.55,41.503456
54.8,44.57783
47.71,34.656246
43.96,28.543089
43.16,25.376595
38.5,22.86099
41.24,23.329565
39.24,22.079931
37.2,22.079931
35.4,21.166702
33.75,23.99221
36.9,27.157055
46.05,35.516064
51.5,44.026978
51.11,42.929394
47.76,40.83971
42.75,36.919044
38.86,37.226093
35.43,34.63276
32.65,33.6989
32.12,33.60987
33.13,34.671036
35.28,36.156933
39.53,40.69144
43.01,45.655094
41.36,49.612125
33.25,44.741768
26.19,38.717697
23.26,38.332752
8.93,32.206635
6.54,33.88596
3.15,32.55655
1.32,31.597635
2.92,30.989012
7.4,29.937082
17.03,31.594812
27.77,42.10385
36.78,47.8351
29.62,45.47372
20.5,41.17079
9.86,38.585827
13.92,35.163506
14.1,33.268208
11.32,32.28948
17.77,32.28948
21.78,33.110058
25.77,35.254456
31.11,39.12921
36.7,42.909683
39.71,42.841778
32.67,38.35518
26.55,31.842127
24.95,28.959997
16.87,17.75803
20.34,21.925724
18.78,-0.3269735
16.29,3.4717975
16.75,7.169609
19.66,14.05102
26.13,24.53758
36.96,33.17857
42.44,40.854713
42.02,38.98745
38.21,33.064846
38.12,27.432615
37.7,28.72857
38.02,26.703981
35.94,24.830965
36.18,26.603144
34.77,27.419085
32.28,29.242907
35.31,35.0235
38.59,39.964706
40.56,39.398968
34.54,33.417336
29.1,26.909447
27.51,24.382952
20.38,21.068491
16.0,20.483204
15.22,18.888445
13.44,17.97277
11.16,18.654465
14.69,21.488337
23.39,24.19827
32.0,31.508545
41.96,37.259895
42.28,36.90194
41.5,32.00215
40.34,33.55217
40.1,32.256035
39.45,32.396854
34.77,31.220377
28.67,31.356094
26.0,30.713755
23.84,30.161823
25.37,36.837513
28.77,34.422157
33.7,36.105953
25.48,35.882
18.6,32.428917
8.72,26.94718
10.39,20.645891
1.68,18.523598
-0.12,14.060103
-1.03,13.5203705
-1.53,12.869094
3.27,12.993044
6.66,8.266909
14.54,21.05078
23.64,29.705238
28.96,30.176378
32.92,30.26642
33.45,28.907454
32.98,29.526827
31.1,29.309864
28.24,23.664053
25.58,18.943802
23.2,15.905592
25.81,14.60118
26.61,19.974558
30.47,25.474297
30.82,29.270943
24.64,21.929235
11.92,18.3775
12.1,16.757822
4.05,10.965214
0.6,-3.8861463
-3.72,-14.408493
-8.7,-15.094687
-11.14,-8.392552
-6.37,-10.601593
-7.01,1.2380583
-12.53,4.5722184
-14.18,16.723076
-11.91,17.977676
-12.11,21.537878
-11.5,22.060747
-8.39,22.074131
-11.82,19.044918
-13.62,18.15743
-15.59,15.557242
-10.44,15.686292
0.09,17.834223
13.41,20.157787
29.46,25.261816
36.59,28.941048
29.32,22.67948
25.51,17.916843
23.47,17.246052
17.61,15.904818
14.85,12.867578
10.98,14.35448
11.3,16.17225
10.48,16.17225
8.52,16.090801
20.09,16.88651
38.48,32.075848
44.83,35.199272
42.91,35.690147
39.3,31.402313
33.94,30.055336
33.57,28.110723
31.16,26.787367
28.83,26.572414
29.43,24.577896
29.75,24.10137
35.32,24.243227
42.42,32.161377
47.17,44.683147
49.72,46.802887
47.27,40.748344
41.82,36.798836
39.4,33.33012
35.53,27.302021
37.34,29.749987
36.6,29.0953
35.58,24.56173
34.8,25.11821
35.06,25.532887
39.19,29.490774
46.52,40.490955
51.5,46.464264
52.94,44.67039
48.47,40.6636
46.4,37.252308
45.0,34.803654
43.76,33.661156
42.78,32.382374
42.9,31.858498
44.16,32.62156
46.06,35.830734
50.57,39.356823
56.39,44.874275
60.59,46.180367
52.73,42.963886
47.48,38.044945
45.61,36.654064
41.63,33.585613
39.36,34.97757
37.31,34.02425
36.27,33.896683
35.42,32.689465
35.64,32.906273
38.32,34.27018
44.13,40.70155
47.19,47.504414
45.94,45.715954
43.16,39.480217
40.34,37.321415
40.03,37.496468
38.33,36.353146
37.88,35.035583
37.54,35.594505
39.68,35.899487
41.8,37.707554
46.0,42.82948
50.97,46.71829
54.7,46.92509
49.56,46.169186
44.89,39.57009
43.46,39.112434
40.03,34.22649
36.89,33.12687
35.48,32.11784
34.4,31.768545
33.81,31.669418
33.55,32.03654
36.72,34.832287
43.39,41.470745
46.8,44.020084
44.85,43.439796
42.25,41.610756
38.44,38.697655
36.66,38.212147
35.34,35.96164
34.5,35.253513
34.8,35.253513
36.54,37.726685
39.14,38.35633
42.96,41.73034
47.95,45.070217
53.95,47.290077
47.99,43.83849
43.71,42.045425
42.35,39.701725
39.69,35.02852
38.36,31.960985
36.72,31.681746
36.9,30.540428
36.63,31.685553
36.93,30.67382
40.28,32.405872
45.92,40.365105
50.64,42.358437
47.94,41.35168
44.53,38.788948
40.58,36.339523
37.58,36.300117
36.48,35.487267
35.24,32.841305
34.48,31.269148
35.72,33.958366
38.36,35.862213
42.97,40.48906
46.72,41.7523
49.93,46.08697
45.6,41.67602
40.36,40.61645
39.12,38.89558
36.46,33.271786
34.68,27.194221
33.84,29.019142
33.76,28.332369
32.3,28.057995
32.1,29.19187
33.6,28.91018
36.0,29.592972
37.28,30.62655
37.09,29.673168
36.39,31.058943
33.67,30.860909
30.98,29.736126
29.69,27.835024
28.19,26.216024
27.19,24.556293
28.28,25.435337
30.94,28.708061
36.22,35.75002
40.62,35.89906
43.9,37.678135
41.52,36.420868
37.9,34.744484
38.49,34.196392
36.16,29.44229
35.39,26.060669
33.52,21.41316
32.42,21.512913
31.04,19.77208
31.44,18.826485
32.06,21.642939
32.41,22.779007
32.47,23.383587
34.06,25.258505
34.4,25.311586
31.64,22.254704
31.0,18.552774
30.29,17.315098
25.9,15.780599
23.72,12.875666
21.94,16.840117
24.55,19.961884
32.28,28.879126
37.88,32.371563
41.15,39.161232
37.22,35.93872
34.06,33.39038
32.73,33.4552
27.99,31.886175
25.46,30.69145
24.24,34.53574
23.26,31.730516
21.7,29.854733
22.29,30.493835
26.43,34.75094
35.08,41.44944
39.78,46.978783
37.47,47.455944
31.42,45.396202
30.28,41.04714
30.35,39.681717
29.24,37.091343
28.27,31.420734
27.73,30.290817
27.84,29.907331
28.89,35.825165
34.54,41.428562
39.6,46.66284
44.46,53.847088
42.19,46.56632
39.4,41.781994
39.73,38.66463
36.87,30.555473
33.38,27.666874
31.29,26.585041
30.14,25.314753
29.23,25.689707
29.54,26.073696
32.68,31.963978
38.97,40.504696
42.98,43.77198
42.39,42.42577
36.96,38.771385
34.09,38.052616
33.82,36.831573
33.5,37.01391
33.44,34.754204
33.01,32.235687
34.2,32.75863
35.52,35.02191
40.63,37.51313
44.06,41.816193
49.03,47.28127
46.45,43.856888
43.43,40.567513
41.64,39.383194
38.46,35.197857
36.03,33.91644
34.74,29.857967
34.24,28.396828
33.22,27.83458
33.95,28.504725
36.66,31.820993
41.99,38.665325
46.48,43.473175
47.0,40.48079
44.22,37.14423
41.36,34.39244
40.06,34.176888
39.32,31.428373
38.54,30.29266
38.26,29.641956
38.55,31.24134
39.22,35.2599
41.71,39.428802
44.08,42.028683
48.22,46.236645
44.59,42.396786
41.46,39.45445
40.85,37.899513
37.31,31.770842
33.89,29.048967
33.37,29.90687
33.04,30.392824
32.57,31.477314
33.1,30.61591
36.68,32.780506
43.49,38.926723
48.04,42.24359
48.64,41.720337
45.87,39.95347
43.79,36.546772
43.34,35.008472
42.39,34.335976
42.2,32.822205
42.54,32.384274
43.45,33.161503
43.91,35.43828
46.22,39.130497
48.64,41.933872
52.92,45.458126
47.23,42.507088
43.36,39.39686
42.25,37.943314
38.71,31.256998
38.0,30.800783
34.71,32.222363
34.08,32.165222
33.78,31.213144
34.06,32.32551
37.35,35.24827
44.28,40.56265
47.71,44.807278
46.32,44.087147
42.08,41.376026
37.68,38.885536
35.2,37.952553
33.7,36.68478
33.06,36.34803
32.95,36.34803
33.82,36.99456
36.66,37.935116
42.85,40.716263
47.17,42.779976
49.55,43.655296
46.8,41.625305
42.21,38.662205
41.74,36.25134
38.66,28.535406
37.75,30.10292
36.19,29.370071
34.73,29.636503
34.05,29.792152
34.59,28.731777
34.36,28.906176
34.23,31.607523
34.0,33.48711
34.97,33.846325
33.59,33.84898
31.85,30.480719
29.49,27.861431
27.64,27.12302
25.39,26.963718
23.91,26.216974
27.2,26.912882
30.79,29.017902
36.97,37.657078
43.16,39.723434
44.92,40.873695
42.84,37.800816
40.28,35.82929
40.05,35.63941
36.28,27.196085
36.11,23.071766
31.9,25.874899
28.47,25.491522
29.45,23.67369
28.71,24.161947
28.4,24.568384
30.12,25.581675
31.03,24.94455
32.14,24.479485
28.11,25.424904
24.82,22.382109
24.34,19.242733
15.48,17.389482
9.07,14.059982
7.01,13.219573
13.76,17.073862
25.16,20.675283
34.64,28.474068
40.29,36.204517
39.52,38.35363
37.74,38.571564
37.92,34.155495
34.72,34.136417
30.77,30.659775
29.89,32.168636
31.18,29.880798
30.65,27.763763
32.29,28.02494
36.86,29.214369
47.62,33.563404
54.1,41.86026
50.75,44.3222
44.72,41.10745
41.45,37.64096
38.88,34.83228
35.15,32.87049
33.65,29.03768
32.34,23.87232
32.48,25.491934
33.09,26.756777
38.45,31.961626
43.86,41.0905
47.07,45.417233
44.78,48.73406
39.33,45.70157
36.06,40.3548
31.78,39.795856
29.3,32.70766
26.79,32.558304
25.66,31.102757
25.83,30.358051
27.87,30.994396
31.46,34.317482
39.8,42.2591
44.19,48.147717
44.12,46.09933
40.39,42.56357
37.27,39.313988
33.36,35.85499
31.0,34.241585
30.04,33.023182
29.28,32.327484
29.32,31.995949
30.35,33.2157
35.25,35.548126
40.96,41.036648
43.71,44.093533
43.09,43.202965
38.34,40.05019
36.08,37.635117
32.1,34.010162
30.66,29.82769
29.98,26.660618
29.74,26.891565
29.86,26.777332
31.18,26.772404
34.46,32.559216
42.74,39.81635
48.56,43.499702
52.35,43.76999
52.5,41.305527
48.44,38.629833
47.24,36.0899
44.75,34.125835
43.22,33.414684
41.46,31.862247
40.99,31.862247
41.61,31.603022
43.14,34.53211
46.46,39.833626
51.02,42.110973
50.33,42.52556
44.3,39.08659
40.23,36.50562
37.29,33.11499
36.05,29.83759
35.05,30.059143
33.64,29.50562
33.04,29.404634
33.81,30.813766
37.38,31.773869
44.28,38.083805
52.02,43.79538
55.55,46.47586
48.4,46.54043
47.25,44.476627
46.36,41.99144
42.18,40.15959
41.41,37.432365
39.54,37.157852
39.29,37.053787
39.05,37.250374
41.01,39.358494
44.94,43.30592
49.4,46.03031
48.72,46.880314
43.53,42.47915
39.22,38.352493
37.24,36.46029
35.32,31.282217
34.47,30.325342
33.49,31.96033
33.13,31.98681
34.93,32.18546
37.6,34.266537
44.24,39.434856
51.96,45.65505
56.65,46.953545
52.74,45.528347
47.96,42.421738
45.04,41.857292
41.84,39.11169
40.29,37.74625
38.82,36.93772
38.72,36.66321
39.37,37.282898
41.24,38.743126
44.96,41.963707
48.28,46.06418
46.97,45.024048
42.29,41.727444
40.99,39.22455
38.92,36.789474
41.28,33.830753
39.18,32.261703
37.66,30.261177
36.2,30.27436
36.32,30.257246
37.01,30.930151
38.76,31.816198
41.71,33.481663
43.38,38.48202
44.42,35.70188
41.03,33.387287
37.92,33.22908
33.88,33.280365
31.71,31.499657
29.16,28.000246
29.01,27.78488
28.77,31.072454
32.51,34.40983
39.84,39.094135
41.97,41.235806
40.64,40.563835
38.55,38.078747
37.85,36.23626
34.77,32.09548
34.48,34.27138
34.55,28.614468
33.72,28.26011
32.68,27.480993
32.55,28.05808
33.43,28.082588
34.79,27.443775
36.61,28.62193
37.75,29.496775
37.73,30.908
34.37,32.25762
33.2,27.641539
31.85,25.490498
27.16,22.067623
24.84,13.794677
25.4,13.433543
28.55,19.539436
33.3,24.09419
40.95,34.315994
44.71,37.93611
44.96,36.876144
43.13,33.500023
42.92,33.109325
40.75,31.66792
36.31,30.613556
35.98,28.806528
35.47,33.73006
34.9,32.27618
35.72,32.634827
39.67,34.27474
50.88,42.51109
56.33,48.839893
57.8,47.7505
54.3,48.04576
47.8,44.813976
43.95,42.005737
41.97,38.84565
40.26,34.6324
38.46,34.411983
38.82,34.411983
38.3,36.72785
40.2,40.419285
44.19,43.67823
46.63,46.36792
45.28,45.490322
41.28,40.898487
39.37,39.09284
35.72,37.15314
35.67,35.782917
35.47,34.490437
35.49,34.52222
35.25,32.74636
35.66,33.80726
37.94,37.68303
47.1,45.19186
51.9,49.737625
54.7,49.05018
50.22,47.341103
46.55,42.785946
44.17,41.412502
42.36,38.94607
40.97,36.58235
39.8,34.310127
38.44,34.310127
38.22,35.26536
41.6,38.70864
44.8,42.135727
47.22,44.12417
45.72,44.13414
42.74,39.633728
41.53,38.063282
37.9,34.879948
36.99,33.055897
36.5,31.83986
36.31,32.768665
35.33,32.33894
36.4,32.9228
38.87,35.574017
46.72,44.50795
52.52,50.460175
55.76,52.9432
50.33,48.701878
46.68,44.397884
45.02,41.793873
42.33,39.896122
40.96,38.644497
39.36,37.115723
38.16,36.19664
38.46,36.88088
42.3,39.149918
45.85,43.184143
47.43,45.94525
46.24,44.806873
43.78,41.2379
42.19,39.335674
39.2,35.27194
38.24,33.338684
37.24,33.73211
36.8,33.80286
36.3,33.26768
36.67,33.956257
39.25,35.512432
48.51,44.074978
55.7,51.529476
58.62,55.86389
52.07,47.37552
48.92,43.73935
46.99,42.457603
44.13,39.49672
41.6,38.69771
39.73,37.36683
39.89,35.605595
40.07,35.19905
44.71,39.1221
48.54,43.552284
52.78,45.32065
52.05,45.221855
48.76,41.83461
47.18,39.450653
43.93,38.166798
39.66,35.37219
38.56,35.6368
38.23,34.910908
37.51,34.216175
38.0,35.33657
40.87,37.447136
49.8,45.271706
58.54,47.63461
59.79,52.27825
52.3,48.963993
49.54,44.378563
47.08,42.47069
44.91,41.14146
43.29,38.810005
41.3,37.88313
40.26,37.45581
39.04,37.955345
42.61,41.949512
46.76,44.62139
49.02,47.221348
49.04,47.39545
46.43,44.706165
45.77,42.626625
43.27,40.390858
44.68,38.304897
42.94,35.985874
41.41,33.07908
39.37,33.096516
39.0,33.119175
40.37,37.483765
42.83,38.28133
44.85,38.851368
46.69,40.055973
46.53,38.586384
42.98,38.73319
40.68,35.377407
38.9,32.258575
37.26,32.7886
36.06,32.24906
35.96,30.783785
35.86,30.678833
38.22,33.64402
43.27,39.465847
45.8,40.42728
45.35,40.852543
43.07,38.856785
40.87,38.952965
36.09,37.112785
36.02,35.96194
34.62,35.251152
33.76,32.685642
34.4,31.340096
34.62,31.24
34.66,32.577038
35.09,34.136787
36.62,32.96583
38.91,35.09284
38.74,33.4388
37.05,31.48576
36.25,29.913643
33.79,28.312712
31.14,28.344683
28.4,27.425692
27.91,26.846601
29.56,26.846092
32.31,29.126307
40.05,37.646904
43.06,41.524555
44.77,41.70338
42.16,40.014076
39.7,39.04398
38.06,34.530926
33.91,32.936832
33.8,32.33744
33.84,41.04928
34.65,35.32533
35.22,35.08324
39.13,42.556595
48.36,48.61493
56.56,54.69452
58.18,55.84758
48.9,51.684494
44.82,47.061867
41.15,45.622437
35.77,44.49982
33.33,40.447826
33.59,37.850582
34.97,34.491074
34.52,38.159363
40.47,40.95768
45.34,46.611946
47.52,47.824078
46.96,47.81774
43.71,42.24252
41.52,39.359222
35.74,36.82099
36.24,34.67316
34.8,33.912075
35.58,33.795353
35.24,33.867897
35.28,34.79379
38.46,38.073048
47.36,47.51919
52.53,53.935654
52.95,51.727737
46.14,47.220806
41.11,43.07224
36.85,40.90662
34.33,37.89417
33.01,35.359684
34.0,35.469105
36.61,33.479374
38.39,34.53592
44.16,38.259403
48.75,43.882183
51.88,45.156578
50.42,44.33073
47.46,40.545708
44.15,38.794563
38.57,34.948757
35.5,33.65035
34.39,31.05461
35.56,32.926704
35.26,32.443005
35.52,32.719128
38.22,35.97364
47.13,45.043404
51.77,50.37267
52.36,51.350876
49.7,45.169598
46.73,41.065857
40.98,38.35235
37.08,35.658394
35.24,34.22442
36.05,33.715485
36.27,33.595722
36.49,34.128197
39.62,40.441917
46.02,45.568794
49.0,47.346592
47.89,45.785683
45.22,41.946804
42.11,40.372726
37.89,34.674915
36.99,33.805992
36.4,32.000263
36.11,33.39283
34.76,32.59331
35.06,33.182587
37.69,35.73414
46.99,44.769924
50.67,49.24711
51.99,50.012337
48.02,46.449364
42.95,42.707386
37.84,40.33695
34.59,37.27372
28.93,35.32597
26.96,34.49238
28.88,35.307213
31.53,35.376072
37.13,40.729496
43.79,44.73518
47.4,48.100452
46.95,46.182552
43.74,43.51371
41.63,41.55951
38.51,37.304432
35.04,34.88016
32.31,33.926376
30.8,34.36536
30.36,33.002968
30.88,33.373177
33.44,36.52182
37.66,43.125378
39.3,47.835274
40.79,49.52412
38.41,46.057076
33.63,42.235203
29.97,38.91961
21.99,36.78409
8.53,34.86308
7.79,32.35866
16.92,34.63729
24.44,33.228806
32.15,38.486694
40.32,42.440125
43.31,44.913326
43.86,43.349068
43.04,41.18633
42.59,40.782097
39.81,37.362766
34.69,37.432625
33.36,34.77953
31.95,32.36978
32.26,31.852053
33.0,30.404745
35.68,31.976572
37.69,33.084923
39.03,36.058018
38.95,37.252678
38.45,36.51676
33.27,32.917534
30.72,30.662468
29.0,26.025558
24.79,22.984562
22.0,23.414469
25.79,23.94198
29.27,24.045704
37.26,29.577585
43.95,37.366795
47.03,39.80941
46.27,39.12077
45.53,38.96596
44.56,38.92815
42.61,32.8389
36.72,29.15655
33.51,26.022465
31.88,26.758116
32.18,26.986113
33.08,26.963696
33.13,28.139326
33.69,27.648033
33.85,29.60134
34.39,28.499836
32.08,30.580439
29.5,28.943605
28.77,27.276894
26.23,24.533817
14.74,13.023399
10.63,8.166958
11.45,13.24876
20.29,18.061043
30.34,27.788033
39.63,38.832108
45.03,41.31088
46.64,42.00851
44.48,41.220795
42.27,40.764923
39.27,38.44403
28.91,32.09706
23.08,29.401352
19.35,30.514307
17.67,30.546837
15.43,30.174328
20.4,33.1189
16.6,41.83762
16.61,46.250237
22.06,47.49076
15.01,43.545612
7.01,41.517513
-19.45,39.823017
-26.68,34.44239
-38.66,31.623875
-44.08,28.992731
-42.19,28.546988
-35.99,33.423706
-19.56,40.828407
8.23,47.44728
19.68,50.515682
22.73,48.35415
14.56,43.3774
12.42,40.68
0.52,39.93292
11.54,32.069954
6.92,26.475693
2.66,25.667416
1.94,25.722584
3.32,25.46582
14.42,27.640358
34.42,34.075752
42.31,35.177135
42.65,35.031044
34.46,35.06342
27.79,33.52302
18.15,35.263138
10.8,19.017529
7.8,30.930376
10.06,30.577368
13.8,32.068398
21.22,34.638115
33.65,34.260475
40.35,29.831947
45.42,35.09877
46.69,35.05265
42.89,35.349697
37.35,34.857975
34.46,32.926098
24.35,24.81013
23.14,24.832083
21.62,23.32515
18.78,21.025126
22.7,20.521488
26.17,25.416563
37.03,34.82321
42.64,40.774902
42.94,41.2895
40.89,34.286358
38.0,31.770773
34.05,30.842785
30.13,28.469078
30.36,29.830229
29.6,29.661913
31.59,28.172255
33.53,28.149164
39.37,32.76215
44.68,43.453823
45.9,40.977795
44.64,41.448433
41.91,37.655094
38.55,34.558636
33.5,31.868376
28.59,25.106228
27.26,24.510138
27.95,25.863825
29.46,25.426643
31.4,25.264753
36.2,26.815117
44.43,37.959187
49.85,42.923557
48.74,42.80918
44.9,41.11331
41.69,36.10212
37.58,31.51635
34.52,29.02801
32.0,27.728434
30.47,27.21234
31.86,26.502785
34.74,29.348553
42.4,35.901733
47.18,42.481625
54.07,44.110096
54.8,43.424873
47.42,39.857307
42.86,37.506393
38.52,33.494576
36.62,29.426802
34.36,26.64809
33.01,26.970766
33.56,27.668222
34.99,28.965979
39.01,34.03473
45.49,39.20951
52.68,42.672363
55.77,43.035454
52.45,39.709553
49.52,37.70256
46.13,33.64896
43.96,30.099709
41.19,28.262566
39.1,27.931665
38.94,28.418022
40.15,31.077398
44.11,37.7828
44.92,41.593918
49.88,44.939007
50.35,44.77773
46.85,41.341686
42.3,39.049866
38.04,35.902992
34.87,30.477253
32.25,30.102654
30.78,29.829052
28.97,29.558619
28.71,30.173895
29.26,31.061516
29.56,35.34651
33.95,36.607594
37.61,40.421272
36.2,38.589153
33.35,33.987236
31.52,32.135036
29.84,32.561314
26.86,30.777962
22.82,28.030487
25.66,26.58848
29.19,30.470667
33.21,36.453564
38.51,40.587
41.29,42.79857
40.87,42.42078
38.92,39.480038
37.63,38.15886
33.94,33.72989
32.08,26.427141
29.27,25.121088
27.62,25.418278
27.66,24.077065
27.99,25.84589
28.42,26.46983
28.85,26.347265
30.08,27.160328
32.46,27.858927
33.96,27.195087
33.49,26.912128
34.98,24.14075
33.15,22.524893
29.44,18.475971
28.67,14.513504
27.79,16.61197
30.23,20.271097
35.25,27.918652
42.91,32.09324
47.46,39.160812
48.52,39.83601
47.68,36.969284
47.63,35.153076
43.53,34.434055
38.76,21.39715
37.1,27.432178
35.98,26.271236
35.15,26.230171
34.61,26.543594
39.29,27.545782
47.42,29.886812
54.95,37.25422
58.39,39.558605
53.64,41.683018
50.99,40.62257
48.45,40.20045
45.91,37.76674
43.85,31.68714
41.39,31.923647
41.59,30.572691
40.95,34.471096
43.87,41.352825
46.1,43.080696
48.79,44.43404
49.66,45.100304
47.16,41.842068
44.43,40.130093
38.42,38.428093
35.25,34.904716
36.04,34.096195
34.94,32.965027
34.51,32.44618
34.5,31.176914
37.27,35.92995
46.13,41.56297
52.6,46.869907
59.07,49.09083
50.98,46.8828
46.97,44.939007
44.44,43.249493
40.71,41.127563
38.05,39.66958
36.15,39.142475
35.81,37.43212
36.08,39.02932
40.9,41.287807
45.54,43.258823
51.51,46.541946
50.8,45.580692
48.1,42.067062
45.89,38.56059
42.56,35.91425
37.8,32.76217
35.35,32.644234
33.37,31.368155
32.18,31.385683
31.08,31.320288
30.99,34.860794
29.82,42.28343
29.82,48.778023
31.9,51.899776
30.7,46.037815
29.31,42.46234
27.24,41.882286
20.84,38.430614
9.93,36.216938
3.02,34.88411
2.34,35.09503
4.23,35.095295
20.09,39.004654
29.71,43.57904
34.86,46.81709
36.59,46.22845
34.71,42.687283
35.34,41.532307
30.48,37.344738
30.51,33.933777
27.73,33.24122
26.71,31.489277
26.1,30.36432
26.89,30.062498
30.86,32.32512
40.22,36.718613
44.81,40.136066
45.84,40.10821
41.4,39.789917
37.55,37.53376
34.86,32.22223
30.92,30.146496
30.95,28.531925
31.57,30.55766
33.21,28.632687
34.46,30.100384
37.95,34.43286
43.86,37.271408
46.34,40.393112
46.69,40.166737
45.98,38.54921
43.86,39.260834
40.22,34.006897
33.59,32.136135
33.2,26.462132
32.04,26.52967
31.11,26.873367
31.45,26.594664
34.88,32.156338
42.38,39.535786
46.75,42.061565
50.06,42.54135
46.72,41.127476
45.52,37.26259
44.27,34.76916
41.67,32.726852
38.18,32.30432
35.83,31.929302
35.15,32.434643
35.3,33.69813
37.96,35.02926
42.35,39.44448
44.37,42.443287
44.32,42.47361
44.59,41.867573
44.19,39.177723
41.06,35.695473
38.39,31.499464
36.13,31.606874
34.99,27.860258
34.3,27.941599
34.49,27.97573
34.5,28.553577
35.04,31.51045
39.18,31.417706
43.07,35.402554
43.57,32.946243
42.23,31.252304
40.41,31.771639
38.78,31.67282
35.7,28.140968
33.72,27.308
32.75,26.451607
33.04,27.246643
34.98,29.726706
40.75,37.46282
43.43,39.61917
44.2,39.405857
44.0,37.91196
44.49,36.927315
42.0,35.78836
36.11,29.461222
33.19,29.040974
31.3,25.414808
30.2,25.19539
30.59,25.672277
29.97,26.040016
29.45,26.686165
30.38,27.681232
32.3,29.437407
31.37,29.757008
30.29,30.316381
29.16,29.150183
28.04,28.398241
24.13,26.189936
17.56,24.341927
17.37,23.350712
20.48,24.782412
30.17,28.598951
34.8,37.473583
39.56,39.47709
41.91,40.86352
41.9,40.71565
43.05,41.661804
39.61,39.73744
37.01,32.82412
34.09,30.673779
33.64,30.177446
32.58,28.060518
32.78,30.022398
35.89,33.457348
44.98,40.561398
50.13,48.21732
50.93,50.507225
47.61,46.506844
46.56,44.134323
46.52,42.51068
44.2,40.81385
42.64,37.821358
41.42,34.769077
40.66,34.595295
40.14,35.1508
43.54,40.907
47.1,45.504833
52.8,49.64815
52.82,49.4832
51.62,47.003696
50.75,44.2059
43.92,40.524582
41.4,36.1175
39.74,34.023064
39.15,33.489235
38.26,32.779663
38.31,33.872456
41.7,35.615635
50.3,42.57969
58.74,48.420406
61.45,47.257816
55.02,46.75963
49.5,43.77294
49.35,43.18121
47.01,40.211357
47.6,37.729828
46.54,37.457577
45.93,36.378124
46.74,36.514233
49.37,40.107906
56.22,44.351406
64.45,49.182163
65.36,49.086296
56.25,46.94
52.49,45.12187
46.01,39.438305
43.46,36.94595
39.92,34.105667
37.33,35.190228
36.48,33.11218
35.79,32.893925
38.15,36.85494
45.06,44.22681
51.07,47.25112
52.68,49.394432
48.33,46.578213
46.08,43.303986
44.5,43.12684
42.33,40.58601
38.61,39.058178
36.14,38.351997
35.45,38.24091
36.47,38.289616
38.38,42.534824
39.92,47.377735
41.1,50.11649
42.06,50.204395
39.49,48.249783
37.08,45.52671
33.26,41.004883
32.49,40.345333
30.88,36.661995
29.79,34.673733
29.91,33.08947
31.55,32.69351
35.4,35.76977
44.5,42.70331
49.27,47.769405
51.56,48.743465
49.04,45.26834
47.69,42.3477
47.76,41.714233
46.5,39.318275
45.19,37.62055
43.92,37.002834
43.64,36.179768
44.13,36.91758
47.78,38.007805
49.86,41.37981
55.5,42.58155
54.3,42.36012
49.78,41.666496
47.91,40.153065
43.25,36.902096
41.24,34.98825
39.51,32.093174
38.24,29.350868
37.37,29.010145
37.33,30.450245
39.18,34.69554
48.25,41.64273
54.1,45.822407
55.83,47.904835
52.69,45.59298
49.16,43.342888
46.71,42.71257
43.1,41.205044
38.55,38.717457
37.05,37.384792
37.01,37.17732
37.69,37.45365
42.02,39.41849
47.7,43.516087
50.99,44.80706
53.04,44.936626
52.25,43.297886
50.86,42.007618
47.67,38.77756
43.5,36.702732
40.67,34.944767
38.72,30.791815
37.51,30.769152
