actual_price,predicted_price
42.74,39.21104
40.98,38.21923
41.43,39.534737
42.9,41.45732
50.99,51.607628
58.39,63.369263
60.16,63.57482
56.03,60.83226
55.13,58.483498
54.39,56.275913
53.17,53.39658
52.68,51.79239
53.32,52.236805
54.65,53.465405
56.42,55.968956
60.88,59.965183
63.21,61.48904
60.15,58.101624
55.81,52.424606
49.99,48.47019
48.49,46.22053
45.26,42.026608
44.88,40.01389
43.36,39.037373
41.14,38.526474
38.37,38.927856
37.55,39.648663
39.23,40.50729
46.09,52.313694
51.39,55.77245
51.77,58.110767
50.49,55.928764
48.64,53.942547
45.63,53.852676
43.62,52.67295
42.67,52.056324
41.62,52.08409
42.06,51.558266
41.89,53.372387
47.92,56.738396
47.95,56.265686
43.62,57.051807
42.57,51.458954
38.58,47.29657
36.0,46.158543
30.94,39.755474
32.14,41.135105
31.47,38.90799
30.1,38.528584
29.67,36.565125
33.28,36.892902
35.94,39.650352
45.54,43.011444
54.88,48.211422
55.9,49.88801
53.6,48.936596
50.64,47.730934
48.27,45.01779
44.04,48.724808
40.9,48.872383
40.21,50.22216
42.66,48.38776
44.02,49.450676
48.92,51.223064
49.97,51.772343
45.02,50.54827
37.29,46.97927
33.7,39.24039
28.3,39.087452
23.64,33.63894
8.16,35.23645
4.18,36.61217
-1.57,36.631252
-2.15,32.958786
0.23,34.058228
0.73,33.42257
1.96,36.76148
6.83,39.13449
10.34,43.59643
10.59,45.06141
5.64,44.09174
0.08,36.35191
-6.2,32.046444
-8.54,31.593815
-7.76,30.865116
-4.17,31.173683
8.85,36.19999
27.24,44.785233
36.99,47.189407
30.3,40.759808
20.83,36.68185
10.59,33.57286
17.19,31.412743
9.61,28.251291
18.73,26.343756
14.14,24.431353
11.78,22.885908
8.94,21.893301
8.75,20.183834
11.56,17.217047
6.37,17.03509
12.21,35.213535
22.4,34.457012
32.92,29.208015
35.38,39.560387
37.5,36.57389
34.42,28.142925
32.68,28.395527
29.44,28.186878
27.16,32.83357
29.82,28.602684
37.48,33.166298
46.72,41.238335
44.75,35.713596
37.16,33.76928
26.68,28.124477
