datetime,price,temperature,hour,day_of_week,month,year,lag_24,lag_48,lag_168
2015-01-08 00:00:00,19.35,0.178,0,3,1,2015,24.65,30.57,22.34
2015-01-08 01:00:00,16.11,0.456,1,3,1,2015,24.68,30.25,22.34
2015-01-08 02:00:00,14.93,0.723,2,3,1,2015,25.06,30.29,22.34
2015-01-08 03:00:00,15.0,0.947,3,3,1,2015,26.1,30.63,22.34
2015-01-08 04:00:00,19.04,1.178,4,3,1,2015,26.95,29.64,22.34
2015-01-08 05:00:00,26.17,1.459,5,3,1,2015,31.43,29.67,22.34
2015-01-08 06:00:00,38.34,1.728,6,3,1,2015,45.98,38.82,22.34
2015-01-08 07:00:00,37.7,2.015,7,3,1,2015,47.91,40.76,22.34
2015-01-08 08:00:00,32.99,2.469,8,3,1,2015,48.91,40.02,22.34
2015-01-08 09:00:00,31.95,2.966,9,3,1,2015,50.0,33.99,22.34
2015-01-08 10:00:00,33.59,3.445,10,3,1,2015,51.22,31.22,22.34
2015-01-08 11:00:00,34.37,3.833,11,3,1,2015,50.15,30.06,22.34
2015-01-08 12:00:00,35.08,4.063,12,3,1,2015,51.46,29.99,22.34
2015-01-08 13:00:00,34.45,4.123,13,3,1,2015,50.88,30.73,22.34
2015-01-08 14:00:00,38.12,4.066,14,3,1,2015,48.0,37.38,22.34
2015-01-08 15:00:00,32.47,3.956,15,3,1,2015,47.14,40.32,22.34
2015-01-08 16:00:00,36.49,3.876,16,3,1,2015,51.07,45.96,22.34
2015-01-08 17:00:00,31.82,3.722,17,3,1,2015,47.42,45.71,22.34
2015-01-08 18:00:00,32.93,3.563,18,3,1,2015,44.83,39.57,22.34
2015-01-08 19:00:00,29.44,3.499,19,3,1,2015,33.86,32.92,22.34
2015-01-08 20:00:00,28.62,3.368,20,3,1,2015,27.42,29.15,22.34
2015-01-08 21:00:00,26.71,3.208,21,3,1,2015,27.02,28.46,22.34
2015-01-08 22:00:00,15.93,3.109,22,3,1,2015,22.11,26.97,22.34
2015-01-08 23:00:00,11.55,3.047,23,3,1,2015,21.92,24.97,22.34
2015-01-09 00:00:00,13.47,3.062,0,4,1,2015,19.35,24.65,22.34
2015-01-09 01:00:00,11.23,3.129,1,4,1,2015,16.11,24.68,22.34
2015-01-09 02:00:00,9.37,3.223,2,4,1,2015,14.93,25.06,22.34
2015-01-09 03:00:00,10.33,3.442,3,4,1,2015,15.0,26.1,22.34
2015-01-09 04:00:00,10.57,3.614,4,4,1,2015,19.04,26.95,22.34
2015-01-09 05:00:00,20.08,3.709,5,4,1,2015,26.17,31.43,22.34
2015-01-09 06:00:00,34.24,3.896,6,4,1,2015,38.34,45.98,22.34
2015-01-09 07:00:00,29.99,4.197,7,4,1,2015,37.7,47.91,22.34
2015-01-09 08:00:00,28.33,4.688,8,4,1,2015,32.99,48.91,22.34
2015-01-09 09:00:00,28.51,5.253,9,4,1,2015,31.95,50.0,22.34
2015-01-09 10:00:00,31.69,5.86,10,4,1,2015,33.59,51.22,22.34
2015-01-09 11:00:00,31.11,6.413,11,4,1,2015,34.37,50.15,22.34
2015-01-09 12:00:00,29.95,6.835,12,4,1,2015,35.08,51.46,22.34
2015-01-09 13:00:00,29.17,7.089,13,4,1,2015,34.45,50.88,22.34
2015-01-09 14:00:00,29.47,7.191,14,4,1,2015,38.12,48.0,22.34
2015-01-09 15:00:00,30.09,7.204,15,4,1,2015,32.47,47.14,22.34
2015-01-09 16:00:00,33.47,7.213,16,4,1,2015,36.49,51.07,22.34
2015-01-09 17:00:00,32.78,7.178,17,4,1,2015,31.82,47.42,22.34
2015-01-09 18:00:00,33.47,7.052,18,4,1,2015,32.93,44.83,22.34
2015-01-09 19:00:00,30.11,6.948,19,4,1,2015,29.44,33.86,22.34
2015-01-09 20:00:00,26.69,6.965,20,4,1,2015,28.62,27.42,22.34
2015-01-09 21:00:00,21.64,7.167,21,4,1,2015,26.71,27.02,22.34
2015-01-09 22:00:00,14.72,7.576,22,4,1,2015,15.93,22.11,22.34
2015-01-09 23:00:00,17.1,8.062,23,4,1,2015,11.55,21.92,22.34
2015-01-10 00:00:00,12.93,8.532,0,5,1,2015,13.47,19.35,22.34
2015-01-10 01:00:00,13.7,8.93,1,5,1,2015,11.23,16.11,22.34
2015-01-10 02:00:00,11.01,9.248,2,5,1,2015,9.37,14.93,22.34
2015-01-10 03:00:00,9.08,9.583,3,5,1,2015,10.33,15.0,22.34
2015-01-10 04:00:00,9.28,9.868,4,5,1,2015,10.57,19.04,22.34
2015-01-10 05:00:00,7.19,10.077,5,5,1,2015,20.08,26.17,22.34
2015-01-10 06:00:00,9.31,10.258,6,5,1,2015,34.24,38.34,22.34
2015-01-10 07:00:00,11.35,10.352,7,5,1,2015,29.99,37.7,22.34
2015-01-10 08:00:00,15.87,10.464,8,5,1,2015,28.33,32.99,22.34
2015-01-10 09:00:00,15.84,10.67,9,5,1,2015,28.51,31.95,22.34
2015-01-10 10:00:00,14.83,10.899,10,5,1,2015,31.69,33.59,22.34
2015-01-10 11:00:00,15.83,11.038,11,5,1,2015,31.11,34.37,22.34
2015-01-10 12:00:00,14.85,11.058,12,5,1,2015,29.95,35.08,22.34
2015-01-10 13:00:00,11.42,10.887,13,5,1,2015,29.17,34.45,22.34
2015-01-10 14:00:00,11.34,10.358,14,5,1,2015,29.47,38.12,22.34
2015-01-10 15:00:00,14.15,9.435,15,5,1,2015,30.09,32.47,22.34
2015-01-10 16:00:00,17.09,8.488,16,5,1,2015,33.47,36.49,22.34
2015-01-10 17:00:00,18.87,7.596,17,5,1,2015,32.78,31.82,22.34
2015-01-10 18:00:00,13.44,6.707,18,5,1,2015,33.47,32.93,22.34
2015-01-10 19:00:00,15.82,5.83,19,5,1,2015,30.11,29.44,22.34
2015-01-10 20:00:00,11.51,5.084,20,5,1,2015,26.69,28.62,22.34
2015-01-10 21:00:00,11.81,4.437,21,5,1,2015,21.64,26.71,22.34
2015-01-10 22:00:00,5.08,3.857,22,5,1,2015,14.72,15.93,22.34
2015-01-10 23:00:00,0.05,3.325,23,5,1,2015,17.1,11.55,22.34
2015-01-11 00:00:00,-2.06,2.862,0,6,1,2015,12.93,13.47,22.34
2015-01-11 01:00:00,-4.11,2.482,1,6,1,2015,13.7,11.23,22.34
2015-01-11 02:00:00,-5.06,2.127,2,6,1,2015,11.01,9.37,22.34
2015-01-11 03:00:00,-4.12,1.814,3,6,1,2015,9.08,10.33,22.34
2015-01-11 04:00:00,-0.74,1.54,4,6,1,2015,9.28,10.57,22.34
2015-01-11 05:00:00,-25.02,1.337,5,6,1,2015,7.19,20.08,22.34
2015-01-11 06:00:00,-16.94,1.254,6,6,1,2015,9.31,34.24,22.34
2015-01-11 07:00:00,-6.86,1.332,7,6,1,2015,11.35,29.99,22.34
2015-01-11 08:00:00,1.53,1.804,8,6,1,2015,15.87,28.33,22.34
2015-01-11 09:00:00,5.61,2.412,9,6,1,2015,15.84,28.51,22.34
2015-01-11 10:00:00,9.91,2.927,10,6,1,2015,14.83,31.69,22.34
2015-01-11 11:00:00,8.71,3.228,11,6,1,2015,15.83,31.11,22.34
2015-01-11 12:00:00,-0.09,3.31,12,6,1,2015,14.85,29.95,22.34
2015-01-11 13:00:00,-0.07,3.216,13,6,1,2015,11.42,29.17,22.34
2015-01-11 14:00:00,-1.8,2.922,14,6,1,2015,11.34,29.47,22.34
2015-01-11 15:00:00,0.61,2.57,15,6,1,2015,14.15,30.09,22.34
2015-01-11 16:00:00,13.51,2.436,16,6,1,2015,17.09,33.47,22.34
2015-01-11 17:00:00,11.44,2.403,17,6,1,2015,18.87,32.78,22.34
2015-01-11 18:00:00,14.88,2.383,18,6,1,2015,13.44,33.47,22.34
2015-01-11 19:00:00,9.63,2.432,19,6,1,2015,15.82,30.11,22.34
2015-01-11 20:00:00,9.29,2.521,20,6,1,2015,11.51,26.69,22.34
2015-01-11 21:00:00,10.18,2.599,21,6,1,2015,11.81,21.64,22.34
2015-01-11 22:00:00,-2.0,2.689,22,6,1,2015,5.08,14.72,22.34
2015-01-11 23:00:00,9.3,2.811,23,6,1,2015,0.05,17.1,22.34
2015-01-12 00:00:00,2.87,2.931,0,0,1,2015,-2.06,12.93,17.93
2015-01-12 01:00:00,0.09,3.051,1,0,1,2015,-4.11,13.7,15.17
2015-01-12 02:00:00,0.26,3.176,2,0,1,2015,-5.06,11.01,16.38
2015-01-12 03:00:00,2.83,3.302,3,0,1,2015,-4.12,9.08,17.38
2015-01-12 04:00:00,10.4,3.401,4,0,1,2015,-0.74,9.28,16.38
2015-01-12 05:00:00,20.03,3.472,5,0,1,2015,-25.02,7.19,26.61
2015-01-12 06:00:00,44.95,3.519,6,0,1,2015,-16.94,9.31,37.63
2015-01-12 07:00:00,44.92,3.574,7,0,1,2015,-6.86,11.35,39.09
2015-01-12 08:00:00,36.33,3.782,8,0,1,2015,1.53,15.87,41.51
2015-01-12 09:00:00,30.41,4.098,9,0,1,2015,5.61,15.84,40.46
2015-01-12 10:00:00,30.07,4.477,10,0,1,2015,9.91,14.83,40.97
2015-01-12 11:00:00,29.33,4.811,11,0,1,2015,8.71,15.83,40.72
2015-01-12 12:00:00,29.39,5.025,12,0,1,2015,-0.09,14.85,41.92
2015-01-12 13:00:00,28.98,5.079,13,0,1,2015,-0.07,11.42,42.0
2015-01-12 14:00:00,29.49,4.989,14,0,1,2015,-1.8,11.34,43.1
2015-01-12 15:00:00,28.99,4.744,15,0,1,2015,0.61,14.15,46.7
2015-01-12 16:00:00,34.41,4.635,16,0,1,2015,13.51,17.09,56.78
2015-01-12 17:00:00,31.69,4.588,17,0,1,2015,11.44,18.87,58.84
2015-01-12 18:00:00,29.59,4.528,18,0,1,2015,14.88,13.44,49.23
2015-01-12 19:00:00,27.61,4.416,19,0,1,2015,9.63,15.82,44.32
2015-01-12 20:00:00,15.55,4.303,20,0,1,2015,9.29,11.51,40.0
2015-01-12 21:00:00,14.91,4.224,21,0,1,2015,10.18,11.81,35.08
2015-01-12 22:00:00,9.1,4.133,22,0,1,2015,-2.0,5.08,30.03
2015-01-12 23:00:00,9.27,4.064,23,0,1,2015,9.3,0.05,30.02
2015-01-13 00:00:00,10.42,3.957,0,1,1,2015,2.87,-2.06,30.57
2015-01-13 01:00:00,11.16,3.885,1,1,1,2015,0.09,-4.11,30.25
2015-01-13 02:00:00,10.71,3.845,2,1,1,2015,0.26,-5.06,30.29
2015-01-13 03:00:00,11.26,3.788,3,1,1,2015,2.83,-4.12,30.63
2015-01-13 04:00:00,11.69,3.795,4,1,1,2015,10.4,-0.74,29.64
2015-01-13 05:00:00,21.05,3.823,5,1,1,2015,20.03,-25.02,29.67
2015-01-13 06:00:00,32.37,3.817,6,1,1,2015,44.95,-16.94,38.82
2015-01-13 07:00:00,34.21,4.038,7,1,1,2015,44.92,-6.86,40.76
2015-01-13 08:00:00,28.47,5.09,8,1,1,2015,36.33,1.53,40.02
2015-01-13 09:00:00,26.07,6.373,9,1,1,2015,30.41,5.61,33.99
2015-01-13 10:00:00,23.74,7.6,10,1,1,2015,30.07,9.91,31.22
2015-01-13 11:00:00,23.73,8.555,11,1,1,2015,29.33,8.71,30.06
2015-01-13 12:00:00,23.76,9.018,12,1,1,2015,29.39,-0.09,29.99
2015-01-13 13:00:00,25.62,8.841,13,1,1,2015,28.98,-0.07,30.73
2015-01-13 14:00:00,28.91,8.023,14,1,1,2015,29.49,-1.8,37.38
2015-01-13 15:00:00,34.13,6.99,15,1,1,2015,28.99,0.61,40.32
2015-01-13 16:00:00,42.16,6.572,16,1,1,2015,34.41,13.51,45.96
2015-01-13 17:00:00,41.99,6.375,17,1,1,2015,31.69,11.44,45.71
2015-01-13 18:00:00,37.91,6.232,18,1,1,2015,29.59,14.88,39.57
2015-01-13 19:00:00,31.41,6.158,19,1,1,2015,27.61,9.63,32.92
2015-01-13 20:00:00,29.91,6.032,20,1,1,2015,15.55,9.29,29.15
2015-01-13 21:00:00,27.02,5.809,21,1,1,2015,14.91,10.18,28.46
2015-01-13 22:00:00,18.36,5.537,22,1,1,2015,9.1,-2.0,26.97
2015-01-13 23:00:00,13.25,5.288,23,1,1,2015,9.27,9.3,24.97
2015-01-14 00:00:00,15.02,5.081,0,2,1,2015,10.42,2.87,24.65
2015-01-14 01:00:00,11.99,4.94,1,2,1,2015,11.16,0.09,24.68
2015-01-14 02:00:00,13.68,4.881,2,2,1,2015,10.71,0.26,25.06
2015-01-14 03:00:00,13.91,4.731,3,2,1,2015,11.26,2.83,26.1
2015-01-14 04:00:00,16.26,4.403,4,2,1,2015,11.69,10.4,26.95
2015-01-14 05:00:00,27.32,4.029,5,2,1,2015,21.05,20.03,31.43
2015-01-14 06:00:00,31.62,3.676,6,2,1,2015,32.37,44.95,45.98
2015-01-14 07:00:00,34.74,3.511,7,2,1,2015,34.21,44.92,47.91
2015-01-14 08:00:00,32.41,3.823,8,2,1,2015,28.47,36.33,48.91
2015-01-14 09:00:00,29.71,4.345,9,2,1,2015,26.07,30.41,50.0
2015-01-14 10:00:00,30.32,4.789,10,2,1,2015,23.74,30.07,51.22
2015-01-14 11:00:00,29.7,5.061,11,2,1,2015,23.73,29.33,50.15
2015-01-14 12:00:00,29.28,4.999,12,2,1,2015,23.76,29.39,51.46
2015-01-14 13:00:00,30.63,4.635,13,2,1,2015,25.62,28.98,50.88
2015-01-14 14:00:00,35.61,3.977,14,2,1,2015,28.91,29.49,48.0
2015-01-14 15:00:00,37.8,3.254,15,2,1,2015,34.13,28.99,47.14
2015-01-14 16:00:00,44.69,2.871,16,2,1,2015,42.16,34.41,51.07
2015-01-14 17:00:00,43.23,2.446,17,2,1,2015,41.99,31.69,47.42
2015-01-14 18:00:00,34.51,1.891,18,2,1,2015,37.91,29.59,44.83
2015-01-14 19:00:00,29.44,1.357,19,2,1,2015,31.41,27.61,33.86
2015-01-14 20:00:00,27.96,0.934,20,2,1,2015,29.91,15.55,27.42
2015-01-14 21:00:00,23.73,0.73,21,2,1,2015,27.02,14.91,27.02
2015-01-14 22:00:00,16.29,0.643,22,2,1,2015,18.36,9.1,22.11
2015-01-14 23:00:00,24.36,0.704,23,2,1,2015,13.25,9.27,21.92
2015-01-15 00:00:00,21.59,0.794,0,3,1,2015,15.02,10.42,19.35
2015-01-15 01:00:00,15.46,0.94,1,3,1,2015,11.99,11.16,16.11
2015-01-15 02:00:00,15.44,1.066,2,3,1,2015,13.68,10.71,14.93
2015-01-15 03:00:00,15.43,1.328,3,3,1,2015,13.91,11.26,15.0
2015-01-15 04:00:00,15.47,1.764,4,3,1,2015,16.26,11.69,19.04
2015-01-15 05:00:00,27.69,2.145,5,3,1,2015,27.32,21.05,26.17
2015-01-15 06:00:00,33.89,2.482,6,3,1,2015,31.62,32.37,38.34
2015-01-15 07:00:00,34.79,2.823,7,3,1,2015,34.74,34.21,37.7
2015-01-15 08:00:00,30.9,3.489,8,3,1,2015,32.41,28.47,32.99
2015-01-15 09:00:00,29.97,4.309,9,3,1,2015,29.71,26.07,31.95
2015-01-15 10:00:00,29.42,5.144,10,3,1,2015,30.32,23.74,33.59
2015-01-15 11:00:00,27.02,5.907,11,3,1,2015,29.7,23.73,34.37
2015-01-15 12:00:00,26.18,6.533,12,3,1,2015,29.28,23.76,35.08
2015-01-15 13:00:00,26.53,6.841,13,3,1,2015,30.63,25.62,34.45
2015-01-15 14:00:00,28.21,6.642,14,3,1,2015,35.61,28.91,38.12
2015-01-15 15:00:00,29.37,6.103,15,3,1,2015,37.8,34.13,32.47
2015-01-15 16:00:00,32.54,5.873,16,3,1,2015,44.69,42.16,36.49
2015-01-15 17:00:00,32.67,5.714,17,3,1,2015,43.23,41.99,31.82
2015-01-15 18:00:00,30.49,5.568,18,3,1,2015,34.51,37.91,32.93
2015-01-15 19:00:00,28.32,5.408,19,3,1,2015,29.44,31.41,29.44
2015-01-15 20:00:00,22.05,5.218,20,3,1,2015,27.96,29.91,28.62
2015-01-15 21:00:00,19.01,5.023,21,3,1,2015,23.73,27.02,26.71
2015-01-15 22:00:00,12.01,4.794,22,3,1,2015,16.29,18.36,15.93
2015-01-15 23:00:00,9.78,4.515,23,3,1,2015,24.36,13.25,11.55
2015-01-16 00:00:00,11.64,4.262,0,4,1,2015,21.59,15.02,13.47
2015-01-16 01:00:00,9.72,4.072,1,4,1,2015,15.46,11.99,11.23
2015-01-16 02:00:00,10.56,3.861,2,4,1,2015,15.44,13.68,9.37
2015-01-16 03:00:00,14.11,3.639,3,4,1,2015,15.43,13.91,10.33
2015-01-16 04:00:00,16.02,3.427,4,4,1,2015,15.47,16.26,10.57
2015-01-16 05:00:00,24.71,3.194,5,4,1,2015,27.69,27.32,20.08
2015-01-16 06:00:00,34.04,2.993,6,4,1,2015,33.89,31.62,34.24
2015-01-16 07:00:00,37.71,2.983,7,4,1,2015,34.79,34.74,29.99
2015-01-16 08:00:00,36.92,3.852,8,4,1,2015,30.9,32.41,28.33
2015-01-16 09:00:00,37.99,4.698,9,4,1,2015,29.97,29.71,28.51
2015-01-16 10:00:00,39.97,5.277,10,4,1,2015,29.42,30.32,31.69
2015-01-16 11:00:00,39.95,5.691,11,4,1,2015,27.02,29.7,31.11
2015-01-16 12:00:00,40.02,5.824,12,4,1,2015,26.18,29.28,29.95
2015-01-16 13:00:00,41.83,5.564,13,4,1,2015,26.53,30.63,29.17
2015-01-16 14:00:00,44.05,4.787,14,4,1,2015,28.21,35.61,29.47
2015-01-16 15:00:00,47.1,3.65,15,4,1,2015,29.37,37.8,30.09
2015-01-16 16:00:00,52.49,3.245,16,4,1,2015,32.54,44.69,33.47
2015-01-16 17:00:00,53.54,3.028,17,4,1,2015,32.67,43.23,32.78
2015-01-16 18:00:00,48.02,2.741,18,4,1,2015,30.49,34.51,33.47
2015-01-16 19:00:00,41.51,2.404,19,4,1,2015,28.32,29.44,30.11
2015-01-16 20:00:00,37.92,2.116,20,4,1,2015,22.05,27.96,26.69
2015-01-16 21:00:00,35.64,1.856,21,4,1,2015,19.01,23.73,21.64
2015-01-16 22:00:00,28.79,1.683,22,4,1,2015,12.01,16.29,14.72
2015-01-16 23:00:00,29.03,1.576,23,4,1,2015,9.78,24.36,17.1
2015-01-17 00:00:00,27.47,1.48,0,5,1,2015,11.64,21.59,12.93
2015-01-17 01:00:00,28.06,1.367,1,5,1,2015,9.72,15.46,13.7
2015-01-17 02:00:00,27.92,1.259,2,5,1,2015,10.56,15.44,11.01
2015-01-17 03:00:00,27.05,1.161,3,5,1,2015,14.11,15.43,9.08
2015-01-17 04:00:00,27.24,1.008,4,5,1,2015,16.02,15.47,9.28
2015-01-17 05:00:00,27.34,0.861,5,5,1,2015,24.71,27.69,7.19
2015-01-17 06:00:00,27.74,0.708,6,5,1,2015,34.04,33.89,9.31
2015-01-17 07:00:00,29.73,0.653,7,5,1,2015,37.71,34.79,11.35
2015-01-17 08:00:00,35.05,1.103,8,5,1,2015,36.92,30.9,15.87
2015-01-17 09:00:00,38.81,1.7,9,5,1,2015,37.99,29.97,15.84
2015-01-17 10:00:00,38.89,2.464,10,5,1,2015,39.97,29.42,14.83
2015-01-17 11:00:00,34.99,3.127,11,5,1,2015,39.95,27.02,15.83
2015-01-17 12:00:00,31.96,3.46,12,5,1,2015,40.02,26.18,14.85
2015-01-17 13:00:00,30.07,3.363,13,5,1,2015,41.83,26.53,11.42
2015-01-17 14:00:00,31.27,2.471,14,5,1,2015,44.05,28.21,11.34
2015-01-17 15:00:00,33.84,0.717,15,5,1,2015,47.1,29.37,14.15
2015-01-17 16:00:00,42.44,0.002,16,5,1,2015,52.49,32.54,17.09
2015-01-17 17:00:00,44.9,-0.403,17,5,1,2015,53.54,32.67,18.87
2015-01-17 18:00:00,34.24,-0.811,18,5,1,2015,48.02,30.49,13.44
2015-01-17 19:00:00,28.95,-1.163,19,5,1,2015,41.51,28.32,15.82
2015-01-17 20:00:00,27.02,-1.427,20,5,1,2015,37.92,22.05,11.51
2015-01-17 21:00:00,27.46,-1.617,21,5,1,2015,35.64,19.01,11.81
2015-01-17 22:00:00,24.5,-1.804,22,5,1,2015,28.79,12.01,5.08
2015-01-17 23:00:00,23.35,-1.895,23,5,1,2015,29.03,9.78,0.05
2015-01-18 00:00:00,21.19,-1.876,0,6,1,2015,27.47,11.64,-2.06
2015-01-18 01:00:00,22.24,-1.797,1,6,1,2015,28.06,9.72,-4.11
2015-01-18 02:00:00,22.31,-1.729,2,6,1,2015,27.92,10.56,-5.06
2015-01-18 03:00:00,22.32,-1.614,3,6,1,2015,27.05,14.11,-4.12
2015-01-18 04:00:00,22.11,-1.515,4,6,1,2015,27.24,16.02,-0.74
2015-01-18 05:00:00,14.12,-1.474,5,6,1,2015,27.34,24.71,-25.02
2015-01-18 06:00:00,15.17,-1.498,6,6,1,2015,27.74,34.04,-16.94
2015-01-18 07:00:00,19.07,-1.315,7,6,1,2015,29.73,37.71,-6.86
2015-01-18 08:00:00,24.94,-0.419,8,6,1,2015,35.05,36.92,1.53
2015-01-18 09:00:00,27.2,0.719,9,6,1,2015,38.81,37.99,5.61
2015-01-18 10:00:00,28.22,1.779,10,6,1,2015,38.89,39.97,9.91
2015-01-18 11:00:00,28.15,2.49,11,6,1,2015,34.99,39.95,8.71
2015-01-18 12:00:00,27.85,2.797,12,6,1,2015,31.96,40.02,-0.09
2015-01-18 13:00:00,28.17,2.616,13,6,1,2015,30.07,41.83,-0.07
2015-01-18 14:00:00,29.91,1.532,14,6,1,2015,31.27,44.05,-1.8
2015-01-18 15:00:00,30.44,-0.313,15,6,1,2015,33.84,47.1,0.61
2015-01-18 16:00:00,38.42,-0.966,16,6,1,2015,42.44,52.49,13.51
2015-01-18 17:00:00,42.46,-1.289,17,6,1,2015,44.9,53.54,11.44
2015-01-18 18:00:00,39.8,-1.665,18,6,1,2015,34.24,48.02,14.88
2015-01-18 19:00:00,30.54,-2.015,19,6,1,2015,28.95,41.51,9.63
2015-01-18 20:00:00,30.4,-2.328,20,6,1,2015,27.02,37.92,9.29
2015-01-18 21:00:00,31.0,-2.562,21,6,1,2015,27.46,35.64,10.18
2015-01-18 22:00:00,28.42,-2.73,22,6,1,2015,24.5,28.79,-2.0
2015-01-18 23:00:00,27.92,-2.853,23,6,1,2015,23.35,29.03,9.3
2015-01-19 00:00:00,27.76,-2.903,0,0,1,2015,21.19,27.47,2.87
2015-01-19 01:00:00,28.25,-2.941,1,0,1,2015,22.24,28.06,0.09
2015-01-19 02:00:00,28.41,-2.939,2,0,1,2015,22.31,27.92,0.26
2015-01-19 03:00:00,28.07,-2.853,3,0,1,2015,22.32,27.05,2.83
2015-01-19 04:00:00,29.63,-2.726,4,0,1,2015,22.11,27.24,10.4
2015-01-19 05:00:00,42.87,-2.646,5,0,1,2015,14.12,27.34,20.03
2015-01-19 06:00:00,52.07,-2.607,6,0,1,2015,15.17,27.74,44.95
2015-01-19 07:00:00,56.49,-2.273,7,0,1,2015,19.07,29.73,44.92
2015-01-19 08:00:00,52.38,-1.043,8,0,1,2015,24.94,35.05,36.33
2015-01-19 09:00:00,48.84,0.126,9,0,1,2015,27.2,38.81,30.41
2015-01-19 10:00:00,47.95,1.104,10,0,1,2015,28.22,38.89,30.07
2015-01-19 11:00:00,44.97,1.772,11,0,1,2015,28.15,34.99,29.33
2015-01-19 12:00:00,47.95,2.007,12,0,1,2015,27.85,31.96,29.39
2015-01-19 13:00:00,47.72,1.739,13,0,1,2015,28.17,30.07,28.98
2015-01-19 14:00:00,47.43,0.754,14,0,1,2015,29.91,31.27,29.49
2015-01-19 15:00:00,48.19,-0.454,15,0,1,2015,30.44,33.84,28.99
2015-01-19 16:00:00,52.16,-0.899,16,0,1,2015,38.42,42.44,34.41
2015-01-19 17:00:00,56.26,-1.11,17,0,1,2015,42.46,44.9,31.69
2015-01-19 18:00:00,52.96,-1.288,18,0,1,2015,39.8,34.24,29.59
2015-01-19 19:00:00,45.0,-1.429,19,0,1,2015,30.54,28.95,27.61
2015-01-19 20:00:00,40.0,-1.535,20,0,1,2015,30.4,27.02,15.55
2015-01-19 21:00:00,37.53,-1.594,21,0,1,2015,31.0,27.46,14.91
2015-01-19 22:00:00,31.07,-1.628,22,0,1,2015,28.42,24.5,9.1
2015-01-19 23:00:00,31.93,-1.691,23,0,1,2015,27.92,23.35,9.27
2015-01-20 00:00:00,31.08,-1.743,0,1,1,2015,27.76,21.19,10.42
2015-01-20 01:00:00,29.92,-1.797,1,1,1,2015,28.25,22.24,11.16
2015-01-20 02:00:00,29.97,-1.845,2,1,1,2015,28.41,22.31,10.71
2015-01-20 03:00:00,31.02,-1.846,3,1,1,2015,28.07,22.32,11.26
2015-01-20 04:00:00,34.81,-1.871,4,1,1,2015,29.63,22.11,11.69
2015-01-20 05:00:00,39.4,-1.915,5,1,1,2015,42.87,14.12,21.05
2015-01-20 06:00:00,53.39,-1.956,6,1,1,2015,52.07,15.17,32.37
2015-01-20 07:00:00,58.88,-1.799,7,1,1,2015,56.49,19.07,34.21
2015-01-20 08:00:00,58.8,-0.973,8,1,1,2015,52.38,24.94,28.47
2015-01-20 09:00:00,57.34,-0.048,9,1,1,2015,48.84,27.2,26.07
2015-01-20 10:00:00,57.46,0.649,10,1,1,2015,47.95,28.22,23.74
2015-01-20 11:00:00,53.53,1.082,11,1,1,2015,44.97,28.15,23.73
2015-01-20 12:00:00,52.93,1.237,12,1,1,2015,47.95,27.85,23.76
2015-01-20 13:00:00,52.38,1.113,13,1,1,2015,47.72,28.17,25.62
2015-01-20 14:00:00,52.1,0.417,14,1,1,2015,47.43,29.91,28.91
2015-01-20 15:00:00,51.04,-0.801,15,1,1,2015,48.19,30.44,34.13
2015-01-20 16:00:00,58.55,-1.279,16,1,1,2015,52.16,38.42,42.16
2015-01-20 17:00:00,66.65,-1.488,17,1,1,2015,56.26,42.46,41.99
2015-01-20 18:00:00,56.02,-1.718,18,1,1,2015,52.96,39.8,37.91
2015-01-20 19:00:00,50.01,-1.949,19,1,1,2015,45.0,30.54,31.41
2015-01-20 20:00:00,42.73,-2.167,20,1,1,2015,40.0,30.4,29.91
2015-01-20 21:00:00,42.02,-2.335,21,1,1,2015,37.53,31.0,27.02
2015-01-20 22:00:00,36.93,-2.519,22,1,1,2015,31.07,28.42,18.36
2015-01-20 23:00:00,31.08,-2.735,23,1,1,2015,31.93,27.92,13.25
2015-01-21 00:00:00,32.07,-2.934,0,2,1,2015,31.08,27.76,15.02
2015-01-21 01:00:00,31.53,-3.071,1,2,1,2015,29.92,28.25,11.99
2015-01-21 02:00:00,31.2,-3.145,2,2,1,2015,29.97,28.41,13.68
2015-01-21 03:00:00,33.27,-3.195,3,2,1,2015,31.02,28.07,13.91
2015-01-21 04:00:00,35.07,-3.224,4,2,1,2015,34.81,29.63,16.26
2015-01-21 05:00:00,43.71,-3.223,5,2,1,2015,39.4,42.87,27.32
2015-01-21 06:00:00,54.12,-3.216,6,2,1,2015,53.39,52.07,31.62
2015-01-21 07:00:00,58.39,-2.871,7,2,1,2015,58.88,56.49,34.74
2015-01-21 08:00:00,56.6,-1.696,8,2,1,2015,58.8,52.38,32.41
2015-01-21 09:00:00,54.96,-0.483,9,2,1,2015,57.34,48.84,29.71
2015-01-21 10:00:00,53.99,0.519,10,2,1,2015,57.46,47.95,30.32
2015-01-21 11:00:00,48.49,1.187,11,2,1,2015,53.53,44.97,29.7
2015-01-21 12:00:00,49.59,1.482,12,2,1,2015,52.93,47.95,29.28
2015-01-21 13:00:00,48.0,1.359,13,2,1,2015,52.38,47.72,30.63
2015-01-21 14:00:00,50.0,0.394,14,2,1,2015,52.1,47.43,35.61
2015-01-21 15:00:00,51.02,-1.354,15,2,1,2015,51.04,48.19,37.8
2015-01-21 16:00:00,55.47,-1.87,16,2,1,2015,58.55,52.16,44.69
